epoch,loss,accuracy,configuration,z_hidden_0,a_hidden_0,z_hidden_1,a_hidden_1,z_hidden_2,a_hidden_2
27,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3461058740487519,0.4143270539124479,-0.5264347883072309,0.37134880021597827,-0.5890358591591921,0.35685610354921865
28,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.34594752758438174,0.41436547880985164,-0.5387421630659225,0.3684802356755837,-0.5900345613928664,0.35662692435650933
29,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.34566036538726863,0.4144351652340343,-0.5506431868355525,0.3657151976055736,-0.5908481458631779,0.35644027393251027
30,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3452459310396696,0.4145357431709298,-0.5621478287899998,0.3630506393778497,-0.5914828128991462,0.3562947005455833
31,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.34470616676875476,0.41466674776542467,-0.5732664619381883,0.36048344795482234,-0.5919448710004735,0.35618873511857313
32,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3440433740233133,0.4148276287447325,-0.5840097787827957,0.35801046645585116,-0.5922406934130905,0.3561209005062211
33,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3432601743427737,0.415017759747061,-0.594388710345719,0.35562851515438104,-0.5923766782231682,0.3560897199619159
34,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3423594710170839,0.41523644744043564,-0.6044143497241825,0.3533344107110744,-0.5923592121690313,0.3560937247605886
35,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3413444119405237,0.4154829403394667,-0.6140978810435114,0.35112498352276383,-0.5921946382603849,0.35613146096766374
36,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.34021835397678374,0.4157564372482844,-0.6234505143967086,0.34899709313287364,-0.5918892271993758,0.35620149536367124
37,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.33898482907712074,0.4160560952757181,-0.6324834271151463,0.34694764170484427,-0.5914491525192686,0.35630242055021744
38,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3376475123278619,0.4163810373841635,-0.6412077115033958,0.3449735856056513,-0.5908804692938737,0.3564328592755929
39,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3362101920473701,0.41673035944664016,-0.6496343289960282,0.34307194518200645,-0.5901890962234815,0.35659146802757136
40,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.33467674200492487,0.4171031367975154,-0.6577740705543831,0.3412398128379914,-0.589380800869499,0.3567769399472731
41,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.333051095793905,0.4174984302715232,-0.6656375230145246,0.3394743595407292,-0.5884611877885682,0.35698800712172074
42,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.33133722335825844,0.4179152917332538,-0.6732350410205264,0.3377728398914122,-0.587435689305784,0.3572234423143313
43,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3295391096436663,0.4183527691054629,-0.6805767241259534,0.33613259590379424,-0.5863095586638978,0.35748206019246015
44,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.32766073532230494,0.4188099109095418,-0.6876723986168793,0.3345510596322973,-0.5850878652893341,0.35776271810963844
45,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3257060595220252,0.41928577033544656,-0.694531603598004,0.33302575478825036,-0.5837754919248879,0.35806431649765535
46,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.32367900447653575,0.41977940886147364,-0.7011635808856971,0.3315542974764489,-0.58237713339171,0.35838579892043176
47,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3215834420023149,0.42028989944658135,-0.7075772682647897,0.3301343961760046,-0.5808972967584685,0.35872615183795953
48,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3194231817000511,0.4208163293196217,-0.7137812956867545,0.32876385108004585,-0.5793403027123991,0.35908440412464476
49,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.31720196077305374,0.42135780239092674,-0.7197839840131145,0.32744055289877794,-0.5777102879445617,0.35945962638235474
50,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.31492343535194756,0.4219134413122913,-0.7255933459375101,0.326162481220157,-0.5760112083793648,0.35985093008445385
51,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3125911732137475,0.42248238921156167,-0.7312170887511951,0.32492770251230474,-0.5742468430958623,0.36025746658321267
52,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.31020864778384083,0.4230638111278535,-0.7366626186485863,0.32373436784202875,-0.5724207988050983,0.3606784260092595
53,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.30777923331120166,0.42365689517293204,-0.7419370463009005,0.3225807103745925,-0.5705365147636621,0.3611130360882503
54,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.30530620111010587,0.424260853443553,-0.7470471934561735,0.32146504271129855,-0.5685972680184368,0.3615605608967004
55,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.30279271676546615,0.424874922708631,-0.7519996003526069,0.3203857541135713,-0.5666061788912178,0.3620202995759506
56,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.3002418382034814,0.42549836489401305,-0.756800533758894,0.3193413076550838,-0.5645662166243779,0.36249158502054457
57,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.29765651453440134,0.4261304673864341,-0.7614559954797816,0.3183302373370466,-0.5624802051200962,0.3629737825548652
58,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2950395855796887,0.42677054317695434,-0.7659717311875442,0.3173511451960619,-0.5603508287158486,0.3634662886097021
59,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.292393782001577,0.42741793086284774,-0.7703532394602935,0.31640269842889424,-0.5581806379479533,0.363968529408494
60,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.28972172595885176,0.4280719945255645,-0.7746057809261779,0.31548362655407725,-0.5559720552630281,0.3644799596712846
61,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2870259322185162,0.42873212350104306,-0.7787343874286463,0.31459271862642246,-0.5537273806443219,0.3650000613429361
62,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.284308809658765,0.42939773205732196,-0.7827438711421859,0.31372882051715817,-0.5514487971261082,0.36552834235084214
63,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2815726631043002,0.4300682589931077,-0.7866388335804317,0.3128908322695603,-0.5491383761747495,0.36606433539625155
64,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2788196954404351,0.43074316716971683,-0.7904236744494406,0.3120777055374927,-0.5467980829197426,0.36660759678234034
65,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2760520099575979,0.4314219429876192,-0.7941026003083705,0.3112884411121964,-0.5444297812220948,0.3671577052813353
66,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.27327161288273955,0.4321040958176891,-0.7976796330079495,0.31052208654092506,-0.5420352385708425,0.36771426104228283
67,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.27048041605875106,0.4327891573962136,-0.8011586178841062,0.3097777338395604,-0.5396161308014709,0.3682768845404552
68,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.267680239737283,0.4334766811917253,-0.8045432316900851,0.30905451730013495,-0.5371740466324804,0.3688452155688831
69,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2648728154543468,0.43416624175080754,-0.807836990255412,0.3083516113931945,-0.5347104920184262,0.36941891227208284
70,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2620597889617458,0.43485743402918087,-0.8110432558643257,0.30766822876412625,-0.5322268943195003,0.3699976502217014
71,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2592427231907551,0.43554987271360257,-0.8141652443498315,0.307003618321933,-0.5297246062891455,0.37058112153351874
72,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2564231012275422,0.43624319153940433,-0.8172060319024812,0.3063570634184209,-0.5272049098823621,0.37116903402502116
73,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2536023292826155,0.4369370426078507,-0.8201685615953961,0.3057278801153747,-0.5246690198882953,0.37176111041257714
74,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2507817396391114,0.43763109570691633,-0.8230556496290169,0.3051154155369968,-0.5221180873914351,0.37235708754711044
75,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.24796259356700745,0.4383250376385585,-0.8258699913006369,0.30451904630466975,-0.5195532030663272,0.3729567156870577
76,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.24514608419238573,0.43901857155508595,-0.8286141667050247,0.3039381770509565,-0.5169754003111205,0.37355975780732276
77,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2423333393126924,0.43971141630680793,-0.8312906461734023,0.30337223900965904,-0.5143856582255818,0.37416598894289
78,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2395254241505576,0.44040330580276743,-0.8339017954587677,0.3028206886787148,-0.511784904439415,0.3747751955657239
79,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.23672334404017292,0.4410939883860346,-0.8364498806760785,0.30228300655270296,-0.5091740177968365,0.37538717499357543
80,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.23392804704148717,0.4417832262247363,-0.8389370730061637,0.3017586959217552,-0.5065538309034072,0.37600173482930754
81,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.23114042647859137,0.4424707947197445,-0.8413654531724489,0.301247281733719,-0.5039251325411145,0.3766186924293719
82,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2283613233996324,0.4431564819297138,-0.8437370156996762,0.3007483095164845,-0.5012886699576322,0.377237874400084
83,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.22559152895643808,0.44384008801396657,-0.8460536729638055,0.3002613443574727,-0.4986451510355998,0.3778591161203763
84,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.22283178670276732,0.44452142469354405,-0.8483172590422123,0.2997859699373743,-0.49599524634762404,0.3784822612897401
85,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.22008279481072424,0.4452003147306033,-0.8505295333731572,0.29932178761533257,-0.49333959110256675,0.37910716150010826
86,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2173452082054148,0.445876591426202,-0.8526921842333219,0.2988684155628689,-0.4906787869885062,0.3797336758304701
87,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2146196406183779,0.4465500981364136,-0.8548068320419829,0.29842548794396245,-0.48801340391758075,0.38036167046305486
88,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.21190666656070845,0.4472206878066157,-0.8568750325001393,0.29799265413880643,-0.48534398167773274,0.3809910183199678
89,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.20920682321710843,0.4478882225237216,-0.858898279572643,0.2975695780088772,-0.4826710314961735,0.3816215987192036
90,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.20652061226236873,0.44855257308605806,-0.8608780083210876,0.29715593720106276,-0.47999503751918937,0.3822532970490155
91,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.20384850160199644,0.4492136185905413,-0.8628155975949149,0.2967514224887104,-0.47731645821270985,0.3828860044596584
92,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.2011909270388765,0.4498712460367581,-0.8647123725878979,0.2963557371475559,-0.4746357276878582,0.3835196175715752
93,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.19854829386798967,0.45052534994752624,-0.8665696072668517,0.2959685963646068,-0.47195325695550916,0.3841540381991352
94,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.19592097840131042,0.45117583200547995,-0.868388526679122,0.29558972667814937,-0.46926943511368224,0.3847891730890836
95,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.19330932942508122,0.45182260070521185,-0.8701703091451026,0.2952188654471485,-0.466584630471416,0.3854249336728968
96,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.1907136695917091,0.4524655710204782,-0.8719160883417374,0.2948557603484036,-0.46389919161257975,0.38606123583228485
97,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.18813429674855722,0.45310466408597866,-0.8736269552826772,0.29450016889991215,-0.46121344840290657,0.38669799967711904
98,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.185571485205915,0.45373980689320353,-0.8753039602004837,0.2941518580089792,-0.45852771294335903,0.38733514933510194
99,0.3365111434370548,0.125,sigmoid_sigmoid_mean_squared_error,-0.18302548694642404,0.4543709319998526,-0.8769481143360027,0.2938106035436933,-0.45584228047277575,0.3879726127525331
100,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.18049653277822064,0.4549979772523192,-0.8785603916397682,0.293476189926466,-0.4531574302225879,0.38861032150555946
101,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.17798483343402552,0.4556208855207505,-0.8801417303900502,0.2931484097484068,-0.4504734262262485,0.38924821062133164
102,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.17549058061837486,0.4562396044461894,-0.88169303473192,0.29282706340337517,-0.44779051808586756,0.38988621840852056
103,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.17301394800514225,0.456854086199322,-0.8832151761414746,0.29251195874061814,-0.44510894169841686,0.3905242862966775
104,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.17055509218745027,0.4574642872503569,-0.8847089948191467,0.2922029107349637,-0.4424289199437301,0.39116235868395155
105,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.16811415358201623,0.45807016814957824,-0.886175301015813,0.2918997411736,-0.4397506633364075,0.39180038279270224
106,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.16569125728991757,0.45867169331812435,-0.8876148762952202,0.29160227835852814,-0.43707437064361043,0.39243830853257566
107,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.16328651391570184,0.4592688308485575,-0.8890284747360528,0.2913103568238256,-0.43440022947062595,0.39307608837063296
108,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.16090002034670303,0.4598615523148027,-0.8904168240767925,0.2910238170669106,-0.4317284168159701,0.39371367720814393
109,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.15853186049436319,0.4604498325910462,-0.891780626806344,0.2907425052930432,-0.42905909959770383,0.3943510322636836
110,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.1561821059992923,0.46103364967920224,-0.893120561203244,0.2904662731723428,-0.42639243515253816,0.39498811296218433
111,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.15385081690173635,0.46161298454456223,-0.8944372823261133,0.29019497760864466,-0.42372857170921574,0.3956248808296226
112,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.15153804227905796,0.4621878209592664,-0.8957314229578701,0.28992848051955583,-0.42106764883757436,0.39626129939303123
113,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.14924382085177187,0.4627581453532387,-0.8970035945060839,0.2896666486271093,-0.4184097978746158,0.39689733408555117
114,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.1469681815596141,0.4633239466722486,-0.8982543878617181,0.2894093532584486,-0.41575514232882865,0.39753295215624895
115,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.1447111441090624,0.46388521624277446,-0.8994843742183902,0.28915647015600815,-0.4131037982639444,0.3981681225844431
116,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.142472719493666,0.4644419476433542,-0.9006941058541591,0.28890787929668643,-0.41045587466323763,0.39880281599829903
117,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.14025291048848373,0.464994136582124,-0.9018841168777405,0.288663464719536,-0.4078114737754195,0.3994370045974615
118,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.13805171211987316,0.46554178078025865,-0.9030549239409505,0.28842311436152274,-0.4051706914431123,0.4000706620795114
119,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.1358691121118181,0.4660848798610369,-0.9042070269190753,0.2881867199009326,-0.4025336174148403,0.40070376357004267
120,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.1337050913099285,0.4666234352442713,-0.9053409095607752,0.28795417660802697,-0.39990033564141547,0.40133628555616657
121,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.13155962408419525,0.4671574500458472,-0.906457040109046,0.28772538320257146,-0.3972709245575503,0.4019682058232645
122,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.12943267871153266,0.46768692898213526,-0.9075558718946739,0.2875002417178829,-0.39464545734948087,0.4025995033948167
123,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.12732421773909416,0.4682118782790428,-0.9086378439035465,0.28727865737106106,-0.3920240022093406,0.403230158475146
124,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.12523419832929927,0.4687323055854892,-0.9097033813191094,0.2870605384390881,-0.38940662257698355,0.4038601523949252
125,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.12316257258746777,0.46924821989109144,-0.9107528960411839,0.2868457961404986,-0.38679337736991587,0.40448946755930354
126,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.12110928787291306,0.4697596314478643,-0.9117867871823044,0.2866343445223382,-0.38418432120195883,0.4051180873985167
127,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.11907428709430645,0.4702665516957411,-0.9128054415426641,0.2864261003521449,-0.38157950459123086,0.40574599632085206
128,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.11705750899008582,0.4707689931917358,-0.9138092340647063,0.28622098301470167,-0.37897897415800436,0.4063731796678488
129,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.11505888839464432,0.4712669695425707,-0.9147985282683402,0.28601891441332333,-0.3763827728129615,0.40699962367161774
130,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.11307835649099912,0.4717604953406064,-0.9157736766677088,0.285819818875453,-0.37379093993634516,0.407625315414173
131,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.11111584105060712,0.4722495861029158,-0.9167350211703892,0.28562362306235545,-0.37120351154847225,0.40825024278867295
132,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.10917126666096089,0.47273425821335174,-0.9176828934598596,0.2854302558827076,-0.36862052047205374,0.40887439446247453
133,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.10724455494156815,0.4732145288674662,-0.9186176153620209,0.2852396484098958,-0.3660419964867381,0.4094977598419095
134,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.10533562474888816,0.4736904160201432,-0.9195394991965233,0.28505173380283944,-0.3634679664762749,0.41012032903869544
135,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.10344439237077024,0.4741619383358179,-0.9204488481136087,0.2848664472301732,-0.360898454568672,0.41074209283790064
136,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.101570771710913,0.47462911514115635,-0.9213459564171416,0.28468372579762363,-0.3583334822697006,0.41136304266738466
137,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.09971467446383714,0.4750919663800792,-0.9222311098744673,0.2845035084784311,-0.3557730685900825,0.4119831705686431
138,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.09787601028084078,0.47555051257101744,-0.9231045860137064,0.2843257360466699,-0.3532172301666766,0.4126024691689849
139,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.09605468692738231,0.4760047747662921,-0.9239666544090576,0.28415035101333147,-0.350665981377964,0.4132209316549788
140,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.09425061043231481,0.4764547745135188,-0.9248175769546586,0.28397729756504064,-0.3481193344541156,0.4138385517471052
141,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.0924636852293742,0.4769005338189378,-0.9256576081275226,0.28380652150528146,-0.34557729958191064,0.4144553236755564
142,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.09069381429130396,0.4773420751125798,-0.9264869952400436,0.28363797019801656,-0.3430398850047612,0.41507124215712654
143,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.08894089925698001,0.47777942121517664,-0.927305978682538,0.28347159251359005,-0.34050709711808197,0.415686302373143
144,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.08720484055188121,0.4782125953067382,-0.9281147921562698,0.2833073387768076,-0.33797894056023525,0.41630049994838425
145,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.08548553750223459,0.4786416208967115,-0.92891366289738,0.2831451607170962,-0.33545541829926645,0.41691383093094014
146,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.08378288844314669,0.47906652179564807,-0.929702811892123,0.28298501142064714,-0.33293653171563475,0.4175262917729686
147,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.08209679082101856,0.4794873220883096,-0.9304824540837939,0.28282684528445395,-0.330422280681134,0.41813787931230595
148,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.08042714129052625,0.47990404610813914,-0.9312527985717075,0.28267061797215964,-0.3279126636341874,0.4187485907548898
149,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.07877383580643443,0.4803167184130364,-0.9320140488025785,0.28251628637163223,-0.3254076776516909,0.4193584236579581
150,0.11876670724445984,0.25,sigmoid_sigmoid_mean_squared_error,-0.07713676971049865,0.4807253637623731,-0.9327664027546292,0.28236380855419213,-0.32290731851756993,0.41996737591398575
