epoch,loss,accuracy,configuration,z_hidden_0,a_hidden_0,z_hidden_1,a_hidden_1,z_hidden_2,a_hidden_2
35,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0284493701240245,0.2633848365309927,-0.22702795134967693,0.443485541461547,0.36085677631960633,0.5892478196118339
36,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0303002277841464,0.2630259028886018,-0.2272642890629614,0.44342721264781276,0.36081289780942344,0.5892371994426385
37,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.032120766889706,0.26267315590167867,-0.22749648980918571,0.44336990636821016,0.3607672524230472,0.5892261515379359
38,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0339116664874466,0.2623264491395175,-0.22772478211529315,0.4433135661463137,0.3607198162358682,0.5892146700965546
39,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0356735837115594,0.26198564108188027,-0.22794938456029232,0.4432581379676707,0.3606705673451228,0.5892027498060924
40,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0374071546964294,0.26165059490849013,-0.2281705062488027,0.4432035701624113,0.3606194857340204,0.5891903858100309
41,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0391129954453566,0.26132117829901536,-0.22838834725949397,0.4431498132940982,0.3605665531456757,0.5891775736772268
42,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0407917026575308,0.2609972632429734,-0.22860309906986528,0.4430968200544532,0.36051175296609017,0.5891643093735925
43,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0424438545154202,0.2606787258590195,-0.22881494495872376,0.4430445451636252,0.36045507011548733,0.5891505892358
44,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0440700114346282,0.2603654462231108,-0.22902406038763998,0.44299294527567673,0.3603964909473637,0.5891364099468506
45,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0456707167781587,0.260057308205068,-0.22923061336257994,0.4429419788889946,0.36033600315466763,0.5891217685133731
46,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0472464975369378,0.2597541993130805,-0.2294347647768416,0.4428916062613412,0.36027359568256595,0.5891066622445146
47,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0487978649783314,0.25945601054573014,-0.22963666873635577,0.4428417893292825,0.36020925864730086,0.5890910887323064
48,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.050325315264318,0.25916263625112823,-0.22983647286834674,0.44279249163174716,0.3601429832606797,0.5890750458333938
49,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0518293300408763,0.2588739739927875,-0.2300343186142885,0.44274367823748134,0.36007476175977676,0.589058531652027
50,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0533103770000738,0.258589924421869,-0.23023034150803592,0.4426953156761821,0.36000458734145757,0.5890415445242204
51,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0547689104162534,0.25831039115546633,-0.2304246714399575,0.4426473718731028,0.35993245410137015,0.5890240830029925
52,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.056205371657647,0.2580352806606069,-0.23061743290784661,0.44259981608693844,0.3598583569770721,0.5890061458446071
53,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0576201896746706,0.25776450214366997,-0.23080874525534156,0.44255261885080793,0.35978229169499093,0.5889877319957436
54,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0590137814660883,0.25749796744493675,-0.23099872289854217,0.4425057519161635,0.3597042547209374,0.588968840581525
55,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.060386552524164,0.2572355909380037,-0.23118747554146776,0.4424591881994664,0.35962424321391273,0.5889494708943463
56,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0617388972598703,0.2569772894338072,-0.23137510838096564,0.44241290173147774,0.3595422549829724,0.5889296223834406
57,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0630711994091526,0.2567229820890196,-0.231561722301641,0.4423668676090227,0.359458288446926,0.5889092946451324
58,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0643838324212012,0.25647259031859226,-0.23174741406134663,0.4423210619490944,0.3593723425966697,0.5888884874137288
59,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0656771598296328,0.25622603771223096,-0.23193227646773967,0.44227546184517064,0.35928441695996427,0.5888672005530016
60,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0669515356074282,0.2559832499546055,-0.23211639854638125,0.4422300453256269,0.3591945115684847,0.5888454340482207
61,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0682073045064346,0.2557441547491004,-0.2322998657008294,0.4421847913141325,0.3591026269269813,0.5888231879986964
62,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0694448023821916,0.25550868174493113,-0.2324827598651474,0.44213967959192585,0.3590087639844042,0.5888004626108002
63,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.070664356504804,0.2552767624674531,-0.2326651596492273,0.44209469076186875,0.35891292410685405,0.5887772581914246
64,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.071866285856541,0.2550483302515061,-0.23284714047730318,0.4420498062141882,0.35881510905223196,0.5887535751418554
65,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0730509014168126,0.2548233201776416,-0.23302877472000963,0.44200500809381554,0.3587153209464715,0.5887294139520279
66,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0742185064351284,0.25460166901109077,-0.23321013182031866,0.4419602792692424,0.35861356226124386,0.5887047751951378
67,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0753693966926237,0.2543833151433376,-0.23339127841367063,0.44191560330281404,0.35850983579303547,0.5886796595225858
68,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.076503860752697,0.2541681985361702,-0.23357227844259626,0.4418709644223852,0.3584041446435051,0.5886540676592313
69,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0776221802012842,0.25395626066808835,-0.2337531932661104,0.44182634749427263,0.3582964922010336,0.5886280003989346
70,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.078724629877254,0.25374744448295417,-0.23393408176414265,0.4417817379974336,0.3581868821233858,0.5886014586003685
71,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0798114780933985,0.25354169434077717,-0.23411500043725453,0.4417371219988123,0.3580753183214117,0.5885744431830817
72,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0808829868484582,0.25333895597053135,-0.23429600350187973,0.4416924861297946,0.35796180494371554,0.5885469551237957
73,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0819394120305996,0.2531391764249074,-0.23447714298131103,0.44164781756371396,0.3578463463622312,0.5885189954529222
74,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0829810036127452,0.2529423040369087,-0.23465846879264401,0.44160310399435904,0.3577289471586426,0.5884905652512831
75,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0840080058401316,0.2527482883782034,-0.23484002882987784,0.44155833361543184,0.3576096121115949,0.588461665647024
76,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.085020657410455,0.2525570802191511,-0.23502186904336136,0.4415134951009093,0.3574883461846449,0.5884322978127058
77,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0860191916469426,0.2523686314904254,-0.23520403351576294,0.4414685775862661,0.3573651545149029,0.5884024629625624
78,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0870038366646704,0.2521828952461586,-0.23538656453473283,0.4414235706505148,0.35724004240232166,0.5883721623499167
79,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.087974815530438,0.25199982562853834,-0.2355695026624181,0.44137846429902433,0.35711301529959133,0.5883413972647427
80,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0889323464164857,0.25181937783378994,-0.23575288680198106,0.4413332489470807,0.3569840788026023,0.588310169031364
81,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0898766427483335,0.25164150807948055,-0.2359367542612645,0.44128791540415213,0.35685323864143936,0.5882784790062827
82,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0908079133470017,0.25146617357308604,-0.2361211408137397,0.44124245485882724,0.3567205006718749,0.5882463285761271
83,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0917263625658638,0.2512933324817635,-0.23630608075686527,0.4411968588643922,0.3565858708673295,0.5882137191557141
84,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.092632190422368,0.25112294390327483,-0.23649160696797933,0.4411511193250196,0.35644935531127214,0.5881806521862163
85,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.09352559272485,0.2509549678380113,-0.2366777509578399,0.4411052284825371,0.35631096019003095,0.5881471291334304
86,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0944067611946566,0.2507893651620687,-0.23686454292192347,0.4410591789037516,0.3561706917859924,0.5881131514861374
87,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0952758835837768,0.2506260976013287,-0.23705201178958552,0.4410129634683011,0.35602855647116305,0.5880787207545524
88,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0961331437881783,0.2504651277065011,-0.2372401852711816,0.44096657535701167,0.35588456070107344,0.5880438384688557
89,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0969787219570344,0.25030641882908544,-0.23742908990324277,0.44092000804073445,0.35573871100900334,0.5880085061778022
90,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0978127945980123,0.2501499350982123,-0.2376187510917937,0.44087325526964277,0.35559101400050924,0.5879727254474043
91,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0986355346787935,0.249995641398327,-0.23780919315389837,0.44082631106296627,0.3554414763482368,0.5879364978596829
92,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.0994471117249853,0.24984350334767816,-0.23800043935751333,0.44077916969914455,0.35529010478700124,0.5878998250114836
93,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.1002476919145712,0.24969348727757895,-0.23819251195972435,0.4407318257063791,0.3551369061091202,0.5878627085133541
94,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.1010374381690484,0.2495455602124066,-0.23838543224343942,0.440684273853568,0.3549818871599849,0.5878251499884783
95,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.1018165102413895,0.2493996898503102,-0.2385792205526061,0.4406365091416044,0.35482505483385607,0.5877871510716663
96,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.1025850648009552,0.2492558445445967,-0.2387738963260196,0.4405885267950238,0.35466641606987126,0.5877487134083942
97,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.1033432555154903,0.2491139932857671,-0.2389694781297828,0.44054032225398415,0.3545059778482528,0.5877098386538921
98,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.1040912331303128,0.2489741056841766,-0.23916598368847805,0.4404918911665641,0.3543437471867043,0.58767052847228
99,2.1716743680724964,0.125,sigmoid_softmax_cross_entropy,-1.104829145544821,0.24883615195329098,-0.2393634299151069,0.4404432293813668,0.35417973113698603,0.5876307845357428
100,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1055571378864146,0.24870010289351852,-0.2395618329398512,0.4403943329404132,0.3540139367816587,0.5875906085237512
101,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1062753525819453,0.2485659298765898,-0.23976120813770682,0.4403451980723154,0.3538463712309874,0.5875500021223161
102,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1069839294267858,0.248433604830467,-0.23996157015503847,0.44029582118571564,0.3536770416199962,0.5875089670232834
103,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1076830056516178,0.24830310022475904,-0.24016293293510194,0.44024619886298133,0.35350595510566624,0.587467504923661
104,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1083727159870265,0.24817438905662353,-0.24036530974257775,0.44019632785414287,0.3533331188642691,0.5874256175249793
105,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1090531927259881,0.248047444837136,-0.24056871318715858,0.4401462050710668,0.35315854008882863,0.5873833065326837
106,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1097245657843327,0.24792224157810747,-0.24077315524623003,0.4400958275818522,0.35298222598670476,0.587340573655554
107,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.11038696275926,0.24779875377933372,-0.24097864728668336,0.44004519260544106,0.3528041837772928,0.5872974206051546
108,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1110405089859858,0.24767695641625842,-0.24118520008589642,0.4399942975064351,0.3526244206898322,0.5872538490953089
109,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1116853275925866,0.2475568249280352,-0.24139282385191757,0.43994313979010874,0.3524429439613199,0.5872098608416004
110,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1123215395531156,0.24743833520597192,-0.24160152824288558,0.4398917170976115,0.35225976083452254,0.5871654575608964
111,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1129492637390517,0.24732146358234383,-0.2418113223857176,0.43984002720134985,0.3520748785560823,0.5871206409708957
112,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.113568616969149,0.24720618681956028,-0.24202221489409473,0.43978806800054443,0.3518883043747131,0.5870754127896964
113,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1141797140577407,0.24709248209967344,-0.24223421388577465,0.4397358375169518,0.35170004553948087,0.5870297747353856
114,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.114782667861561,0.24698032701421327,-0.2424473269992585,0.43968333389074665,0.3515101092981659,0.5869837285256477
115,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1153775893251368,0.24686969955433988,-0.2426615614098383,0.4396305553765567,0.3513185028957019,0.5869372758773923
116,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1159645875248017,0.2467605781012984,-0.24287692384505016,0.43957750033964454,0.35112523357268827,0.5868904185063982
117,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1165437697113854,0.24665294141716773,-0.2430934205995573,0.4395241672522297,0.3509303085639736,0.5868431581269761
118,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1171152413516232,0.24654676863589023,-0.2433110575494857,0.43947055468994667,0.3507337350973049,0.5867954964516463
119,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1176791061683367,0.24644203925457314,-0.24352984016623438,0.4394166613284324,0.35053552039204117,0.5867474351908325
120,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1182354661794243,0.2463387331250524,-0.2437497735297813,0.43936248594003796,0.35033567165792817,0.5866989760525692
121,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1187844217357104,0.24623683044570746,-0.2439708623415049,0.4393080273906604,0.3501341960939311,0.586650120742224
122,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.119326071557688,0.2461363117535202,-0.24419311093654048,0.43925328463668906,0.3499311008871228,0.5866008709622337
123,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1198605127712,0.2460371579163676,-0.24441652329568977,0.43919825672206264,0.3497263932116256,0.5865512284118516
124,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1203878409420907,0.24593935012554097,-0.24464110305690137,0.4391429427754316,0.34952008022760317,0.586501194786909
125,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.120908150109869,0.2458428698884823,-0.2448668535263385,0.43908734200742283,0.34931216908030255,0.5864507717795868
126,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1214215328204127,0.24574769902173277,-0.24509377768905072,0.4390314537080028,0.3491026668991408,0.586399961078199
127,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1219280801577538,0.24565381964408148,-0.24532187821926457,0.43897527724393304,0.34889158079683813,0.586348764366987
128,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1224278817749678,0.24556121416991314,-0.24555115749030798,0.4389188120563182,0.3486789178685923,0.5862971833259241
129,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1229210259242066,0.2454698653027422,-0.2457816175841828,0.43886205765823894,0.34846468519129503,0.5862452196305297
130,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1234075994858979,0.24537975602893178,-0.2460132603007987,0.43880501363247015,0.34824888982278723,0.586192874951693
131,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.123887687997142,0.24529086961158733,-0.2462460871668817,0.4387476796292786,0.3480315388011516,0.5861401509555059
132,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1243613756793345,0.2452031895846213,-0.24648009944456942,0.43869005536429767,0.34781263914404215,0.5860870493031042
133,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1248287454650363,0.24511669974698275,-0.24671529813970533,0.43863214061647754,0.3475921978480477,0.5860335716505177
134,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1252898790241224,0.24503138415704478,-0.24695168400984321,0.43857393522610577,0.3473702218880889,0.5859797196485279
135,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1257448567892259,0.24494722712714742,-0.24718925757197283,0.43851543909289703,0.3471467182168478,0.5859254949425332
136,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1261937579805095,0.2448642132182872,-0.24742801910997733,0.43845665217414975,0.3469216937642269,0.5858708991724223
137,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1266366606297773,0.24478232723495164,-0.2476679686818325,0.43839757448296535,0.346695155436839,0.5858159339724536
138,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1270736416039557,0.2447015542200922,-0.24790910612655728,0.43833820608652996,0.34646711011752485,0.5857606009711421
139,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.12750477662796,0.24462187945023148,-0.2481514310709255,0.4382785471044542,0.3462375646648982,0.5857049017911529
140,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1279301403069673,0.2445432884307007,-0.24839494293594677,0.43821859770717064,0.346006525912917,0.5856488380492005
141,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.128349806148116,0.24446576689100255,-0.24863964094312593,0.4381583581143858,0.34577400067048025,0.5855924113559545
142,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1287638465816492,0.24438930078029605,-0.24888552412050866,0.438097828593584,0.3455399957210488,0.5855356233159517
143,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1291723329815189,0.24431387626299886,-0.24913259130852164,0.4380370094585837,0.34530451782228955,0.5854784755275119
144,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.12957533568547,0.24423947971450413,-0.24938084116561438,0.4379759010681414,0.34506757370574265,0.5854209695826617
145,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1299729240146197,0.24416609771700695,-0.24963027217371028,0.4379145038246027,0.34482917007651,0.5853631070670615
146,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1303651662925467,0.24409371705543853,-0.24988088264347372,0.43785281817259974,0.34458931361296463,0.5853048895599385
147,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.130752129863907,0.24402232471350366,-0.25013267071939993,0.43779084459779133,0.3443480109664808,0.5852463186340241
148,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1311338811125913,0.243951907869818,-0.25038563438473443,0.4377285836256458,0.3441052687611828,0.585187395855496
149,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1315104854794358,0.24388245389414348,-0.25063977146622746,0.43766603582026437,0.3438610935937128,0.5851281227839249
150,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1318820074795035,0.24381395034371717,-0.25089507963873,0.43760320178324363,0.3436154920330171,0.5850685009722258
151,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.132248510718946,0.24374638495967152,-0.25115155642963716,0.4375400821525755,0.343368470620149,0.5850085319666128
152,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1326100579114589,0.24367974566354375,-0.25140919922318394,0.43747667760158415,0.3431200358680892,0.5849482173065583
153,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1329667108943462,0.2436140205538702,-0.25166800526459876,0.4374129888378974,0.34287019426158205,0.5848875585247563
154,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1333185306442004,0.24354919790286442,-0.2519279716641205,0.4373490166024524,0.3426189522569871,0.5848265571470885
155,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1336655772922142,0.24348526615317595,-0.252189095400883,0.4372847616685336,0.3423663162821464,0.5847652146925955
156,2.0256579389292253,0.25,sigmoid_softmax_cross_entropy,-1.1340079101391316,0.24342221391472718,-0.2524513733266723,0.4372202248408423,0.34211229273626603,0.5847035326734501
