epoch,loss,accuracy,z_hidden_0,a_hidden_0,z_hidden_1,a_hidden_1,z_hidden_2,a_hidden_2
30,1.1514204120122706,0.125,0.7213109996445555,0.672895642773643,-0.028881667467842792,0.49278008500083414,-1.357718444394505,0.20461136507880975
31,1.1514204120122706,0.125,0.725635200347103,0.6738467174966947,-0.027192345345259626,0.49320233252152884,-1.3627575290132223,0.2037924970672985
32,1.1514204120122706,0.125,0.7299608710975475,0.6747966859552763,-0.025396250910701093,0.49365127849633317,-1.3675480913035811,0.20301627802728545
33,1.1514204120122706,0.125,0.7342834447019828,0.6757445403074089,-0.02350161926716978,0.49412486559656166,-1.3720998658386652,0.20228079336309052
34,1.1514204120122706,0.125,0.7385987736567282,0.6766893706556629,-0.021516230313300168,0.4946211499308054,-1.3764224271465144,0.2015841882707646
35,1.1514204120122706,0.125,0.7429031010057336,0.6776303580210048,-0.019447422899259638,0.49513829749979105,-1.3805251543344363,0.20092467090626476
36,1.1514204120122706,0.125,0.7471930321956778,0.6785667675746795,-0.017302110469354676,0.4956745802880177,-1.3844172023225916,0.20030051455338493
37,1.1514204120122706,0.125,0.751465508105405,0.6794979421684145,-0.015086797762102665,0.4962283720980161,-1.388107479016934,0.1997100589251079
38,1.1514204120122706,0.125,0.7557177793726167,0.6804232961903651,-0.012807598202688238,0.4967981442171285,-1.3916046277618939,0.19915171072335738
39,1.1514204120122706,0.125,0.7599473820956472,0.6813423097634838,-0.010470251681189813,0.4973824609922236,-1.3949170144384457,0.19862394357211147
40,1.1514204120122706,0.125,0.7641521149509886,0.6822545232941936,-0.00808014246242416,0.4979799753747808,-1.3980527186088765,0.19812529742815743
41,1.1514204120122706,0.125,0.7683300177371823,0.6831595323721812,-0.005642317019699861,0.4985894244872995,-1.4010195281520585,0.19765437756290327
42,1.1514204120122706,0.125,0.772479351331902,0.6840569830165646,-0.0031615016253921727,0.49920962525197426,-1.4038249368793179,0.19720985319800555
43,1.1514204120122706,0.125,0.7765985790306645,0.6849465672594421,-0.0006421195663927279,0.4998394701139176,-1.4064761446688148,0.19679045586737573
44,1.1514204120122706,0.125,0.7806863492218106,0.6858280190546754,0.0019116921174228557,0.5004779228838057,-1.4089800597039301,0.19639497756857976
45,1.1514204120122706,0.125,0.7847414793424436,0.6867011104975181,0.004496066448053469,0.5011240147185537,-1.4113433024472428,0.1960222687578428
46,1.1514204120122706,0.125,0.788762941053238,0.6875656483392225,0.007107390932475338,0.5017768402533671,-1.4135722110254048,0.19567123623487462
47,1.1514204120122706,0.125,0.7927498465658174,0.6884214707798749,0.00974229263108737,0.5024355538941407,-1.415672847740972,0.19534084095655138
48,1.1514204120122706,0.125,0.7967014360542702,0.689268444522321,0.012397623893924216,0.5030993662755879,-1.4176510064647685,0.19503009581210634
49,1.1514204120122706,0.125,0.8006170660818341,0.690106462070018,0.015070448775109761,0.5037675408875509,-1.4195122206964528,0.19473806338686478
50,1.1514204120122706,0.125,0.8044961989745174,0.6909354392519294,0.017758030126403375,0.5044393908695968,-1.4212617721116554,0.1944638537366516
51,1.1514204120122706,0.125,0.8083383930750832,0.6917553129580584,0.020457817363053417,0.5051142759721327,-1.4229046994414594,0.1942066221907496
52,1.1514204120122706,0.125,0.8121432938131793,0.6925660390698566,0.023167434889207722,0.5057915996808254,-1.424445807554267,0.19396556719762956
53,1.1514204120122706,0.125,0.8159106255302211,0.6933675905704909,0.0258846711655677,0.5064708064999939,-1.4258896766314297,0.19373992822455033
54,1.1514204120122706,0.125,0.8196401840007841,0.694159955820761,0.028607468398574937,0.507151379389821,-1.4272406713466876,0.19352898371947896
55,1.1514204120122706,0.125,0.8233318295955855,0.6949431369873093,0.03133391282798351,0.5078328373516408,-1.4285029499756607,0.19333204914154656
56,1.1514204120122706,0.125,0.8269854810345427,0.6957171486106234,0.03406222558802362,0.508514733155156,-1.4296804733756465,0.19314847506439137
57,1.1514204120122706,0.125,0.8306011096818052,0.6964820163011853,0.03679075411635416,0.5091966512012052,-1.4307770137880067,0.19297764535518946
58,1.1514204120122706,0.125,0.8341787343380013,0.6972377755529566,0.039517964084509125,0.5098782055135758,-1.4317961634257141,0.1928189754308975
59,1.1514204120122706,0.125,0.8377184164881984,0.6979844706641916,0.04224243182345913,0.5105590378533519,-1.4327413428173732,0.19267191059219202
60,1.1514204120122706,0.125,0.8412202559671886,0.6987221537563453,0.04496283721814857,0.5112388159493391,-1.433615808886422,0.19253592443474868
61,1.1514204120122706,0.125,0.8446843870066758,0.6994508838825676,0.04767795704535638,0.5119172318382387,-1.4344226627504393,0.1924105173368351
62,1.1514204120122706,0.125,0.8481109746317489,0.7001707262179642,0.05038665872990535,0.5125940003084091,-1.4351648572306714,0.1922952150216663
63,1.1514204120122706,0.125,0.8515002113766508,0.7008817513244483,0.0530878944950607,0.5132688574412549,-1.435845204066203,0.19218956719256472
64,1.1514204120122706,0.125,0.8548523142923132,0.701584034483608,0.05578069588387393,0.5139415592445112,-1.4364663808307419,0.1920931462386656
65,1.1514204120122706,0.125,0.8581675222204176,0.7022776550915688,0.05846416862920915,0.5146118803719328,-1.4370309375528836,0.1920055460086873
66,1.1514204120122706,0.125,0.8614460933108605,0.7029626961103467,0.061137487851210016,0.5152796129241513,-1.4375413030430653,0.19192638065013598
67,1.1514204120122706,0.125,0.8646883027614692,0.7036392435706641,0.06379989356200597,0.5159445653257152,-1.4379997909322768,0.19185528351122144
68,1.1514204120122706,0.125,0.8678944407606166,0.704307386121639,0.06645068645849841,0.5166065612735915,-1.4384086054290637,0.19179190610271402
69,1.1514204120122706,0.125,0.871064810615055,0.7049672146231555,0.06908922398509959,0.5172654387526536,-1.438769846802487,0.19173591711696203
70,1.1514204120122706,0.125,0.8741997270468186,0.7056188217770998,0.07171491664930808,0.5179210491139361,-1.4390855165995455,0.19168700150131035
71,1.1514204120122706,0.125,0.8772995146444418,0.7062623017939778,0.07432722457398815,0.5185732562116736,-1.439357522606168,0.19164485958320443
72,1.1514204120122706,0.125,0.880364506455036,0.7068977500917408,0.07692565427117026,0.5192219355953775,-1.439587683561295,0.19160920624432637
73,1.1514204120122706,0.125,0.8833950427049351,0.7075252630239314,0.0795097556231028,0.5198669737534283,-1.4397777336338224,0.19157977014118377
74,1.1514204120122706,0.125,0.8863914696376993,0.7081449376345126,0.08207911905715783,0.5205082674048738,-1.439929326672273,0.1915562929696615
75,1.1514204120122706,0.125,0.8893541384592529,0.7087568714369871,0.08463337290202606,0.5211457228363319,-1.440044040237089,0.19153852877113547
76,1.1514204120122706,0.125,0.8922834043808181,0.7093611622156171,0.08717218091342593,0.5217792552810864,-1.440123379425334,0.19152624327784964
77,1.1514204120122706,0.125,0.8951796257511376,0.7099579078467622,0.08969523995830005,0.5224087883376511,-1.440168780497457,0.1915192132953541
78,1.1514204120122706,0.125,0.898043163270217,0.7105472061385188,0.09220227784717958,0.5230342534252523,-1.440181614315546,0.19151722611990762
79,1.1514204120122706,0.125,0.9008743792774996,0.7111291546870178,0.09469305130506378,0.5236555892738394,-1.4401631896022646,0.19152007898884604
80,1.1514204120122706,0.125,0.903673637108009,0.7117038507478716,0.09716734407178942,0.524272741446392,-1.4401147560293706,0.191527578562021
81,1.1514204120122706,0.125,0.9064413005105583,0.7122713911214106,0.09962496512345491,0.5248856618914353,-1.4400375071444134,0.1915395404325103
82,1.1514204120122706,0.125,0.909177733122639,0.7128318720504575,0.1020657470070177,0.5254943085238115,-1.4399325831438956,0.19155578866489786
83,1.1514204120122706,0.125,0.911883297997074,0.7133853891295069,0.10448954428070245,0.5260986448318836,-1.4398010735008375,0.19157615535951245
84,1.1514204120122706,0.125,0.9145583571759447,0.7139320372242763,0.10689623205334396,0.5266986395094665,-1.439644019454364,0.19160048024110665
85,1.1514204120122706,0.125,0.9172032713076934,0.7144719104006865,0.10928570461624396,0.5272942661108933,-1.4394624163685863,0.19162861027053982
86,1.1514204120122706,0.125,0.9198183993036565,0.7150051018624122,0.11165787416154638,0.5278855027277298,-1.439257215967726,0.1916603992781135
87,1.1514204120122706,0.125,0.9224040980306074,0.7155317038962217,0.11401266958153349,0.5284723316857479,-1.439029328454093,0.1916957076172851
88,1.1514204120122706,0.125,0.9249607220361842,0.7160518078243912,0.11635003534361717,0.5290547392608584,-1.4387796245152114,0.19173440183755994
89,1.1514204120122706,0.125,0.9274886233043432,0.7165655039635448,0.11866993043614615,0.5296327154127927,-1.438508937226077,0.1917763543754332
90,1.1514204120122706,0.125,0.9299881510382302,0.7170728815893268,0.12097232738047436,0.5302062535354002,-1.4382180638522186,0.19182144326231954
91,1.1514204120122706,0.125,0.9324596514680776,0.7175740289063661,0.12325721130503722,0.5307753502225037,-1.437907767558949,0.19186955184847257
92,1.1514204120122706,0.125,0.9349034676819467,0.7180690330230394,0.12552457907746525,0.5313400050483246,-1.4375787790319086,0.19192056854195558
93,1.1514204120122706,0.125,0.9373199394773148,0.7185579799305833,0.1277744384910265,0.5319002203615542,-1.4372317980137337,0.19197438656178104
94,1.1514204120122706,0.125,0.9397094032316818,0.7190409544861476,0.13000680750193527,0.5324560010922088,-1.436867494761416,0.19203090370439235
95,1.1514204120122706,0.125,0.94207219179052,0.7195180403994109,0.13222171351429274,0.5330073545704629,-1.436486511428686,0.19209002212270695
96,1.1514204120122706,0.125,0.9444086343710412,0.7199893202224226,0.13441919270963812,0.5335542903567048,-1.436089463377503,0.19215164811699217
97,1.1514204120122706,0.125,0.9467190564803736,0.7204548753423557,0.1365992894182885,0.5340968200821138,-1.435676940422518,0.19221569193688617
98,1.1514204120122706,0.125,0.9490037798468708,0.7209147859768891,0.13876205552982956,0.5346349572990977,-1.4352495080121632,0.1922820675939188
99,1.1514204120122706,0.125,0.9512631223633723,0.7213691311719571,0.14090754994029314,0.5351687173409754,-1.4348077083498094,0.19235069268392846
100,0.4580202001501057,0.375,0.9534973980413433,0.7218179888016334,0.14303583803371833,0.5356981171903303,-1.4343520614582541,0.1924214882188045
101,0.4580202001501057,0.375,0.9557069169749054,0.7222614355699295,0.14514699119594252,0.5362231753554941,-1.4338830661906115,0.19249437846702228
102,0.4580202001501057,0.375,0.9578919853138548,0.7226995470143147,0.14724108635860916,0.5367439117546589,-1.4334012011905033,0.19256929080246873
103,0.4580202001501057,0.375,0.960052905244841,0.7231323975107742,0.14931820557151024,0.5372603476071438,-1.4329069258042948,0.1926461555610873
104,0.4580202001501057,0.375,0.9621899749799474,0.7235600602802439,0.15137843560150133,0.5377725053313791,-1.4324006809479561,0.19272490590489927
105,0.4580202001501057,0.375,0.9643034887519777,0.7239826073962718,0.1534218675563431,0.5382804084491892,-1.431882889930988,0.1928054776929865
106,0.4580202001501057,0.375,0.9663937368158121,0.7244001097937691,0.15544859653192716,0.5387840814959938,-1.4313539592397175,0.1928878093590432
107,0.4580202001501057,0.375,0.9684610054552483,0.7248126372787268,0.15745872128144384,0.5392835499365597,-1.4308142792821306,0.19297184179513088
108,0.4580202001501057,0.375,0.9705055769947939,0.7252202585387855,0.1594523439051418,0.5397788400859697,-1.4302642250962962,0.19305751824129
109,0.4580202001501057,0.375,0.9725277298159172,0.7256230411545529,0.16142956955941512,0.5402699790354859,-1.4297041570243119,0.19314478418068456
110,0.4580202001501057,0.375,0.9745277383773094,0.7260210516115777,0.16339050618403428,0.5407569945830133,-1.4291344213535984,0.19323358723997386
111,0.4580202001501057,0.375,0.9765058732387448,0.7264143553128913,0.1653352642464117,0.541239915167883,-1.428555350927268,0.19332387709462423
112,0.4580202001501057,0.375,0.978462401088162,0.726803016592042,0.16726395650186415,0.5417187698096946,-1.4279672657251892,0.1934156053788912
113,0.4580202001501057,0.375,0.9803975847716202,0.7271870987265491,0.1691766977688975,0.5421935880509725,-1.4273704734172852,0.19350872560021726
114,0.4580202001501057,0.375,0.9823116833258141,0.727566663951711,0.17107360471860278,0.5426643999034053,-1.4267652698905167,0.19360319305780666
115,0.4580202001501057,0.375,0.9842049520128573,0.7279417734747136,0.172954795677308,0.5431312357974545,-1.4261519397509137,0.19369896476515144
116,0.4580202001501057,0.375,0.9860776423570666,0.7283124874889781,0.17482039044168438,0.5435941265351287,-1.4255307568019548,0.19379599937629738
117,0.4580202001501057,0.375,0.9879300021835087,0.7286788651887091,0.17667051010555473,0.5440531032457354,-1.4249019845005075,0.19389425711564964
118,0.4580202001501057,0.375,0.98976227565808,0.7290409647835889,0.17850527689769996,0.5445081973444296,-1.424265876391489,0.19399369971113056
119,0.4580202001501057,0.375,0.9915747033289233,0.7293988435135879,0.1803248140300011,0.5449594404933948,-1.4236226765223328,0.19409429033051157
120,0.4580202001501057,0.375,0.9933675221689879,0.7297525576638477,0.18212924555529736,0.5454068645654994,-1.422972619838292,0.19419599352075337
121,0.4580202001501057,0.375,0.9951409656195701,0.7301021625796099,0.1839186962343768,0.5458505016102783,-1.4223159325595525,0.19429877515019567
122,0.4580202001501057,0.375,0.9968952636346714,0.7304477126811567,0.18569329141155339,0.5462903838221047,-1.4216528325410762,0.19440260235344886
123,0.4580202001501057,0.375,0.9986306427260392,0.7307892614787403,0.18745315689831765,0.5467265435104209,-1.4209835296160398,0.19450744347884755
124,0.4580202001501057,0.375,1.0003473260087554,0.7311268615874764,0.1891984188645775,0.547159013071905,-1.4203082259236983,0.19461326803833287
125,0.4580202001501057,0.375,1.0020455332472575,0.7314605647421779,0.19092920373703837,0.54758782496446,-1.4196271162224434,0.19472004665964054
126,0.4580202001501057,0.375,1.0037254809016842,0.7317904218121151,0.19264563810429597,0.5480130116829186,-1.4189403881887992,0.19482775104067512
127,0.4580202001501057,0.375,1.0053873821744468,0.7321164828156789,0.19434784862824295,0.5484346057363582,-1.4182482227030446,0.194936353905961
128,0.4580202001501057,0.375,1.0070314470569377,0.732438796934937,0.19603596196141373,0.548852639626936,-1.4175507941221275,0.19504582896506395
129,0.4580202001501057,0.375,1.0086578823762964,0.7327574125300663,0.197710104669915,0.549267145830151,-1.4168482705404892,0.1951561508728846
130,0.4580202001501057,0.375,1.0102668918421573,0.7330723771536511,0.19937040316160964,0.5496781567764494,-1.4161408140393927,0.19526729519173028
131,0.4580202001501057,0.375,1.0118586760933157,0.7333837375648359,0.2010169836192427,0.5500857048340952,-1.4154285809253115,0.19537923835507637
132,0.4580202001501057,0.375,1.0134334327442482,0.7336915397433234,0.2026499719382161,0.550489822293231,-1.4147117219579102,0.19549195763293348
133,0.4580202001501057,0.375,1.0149913564314375,0.7339958289032098,0.20426949366873623,0.5508905413510565,-1.4139903825681177,0.1956054310987415
134,0.4580202001501057,0.375,1.0165326388594504,0.7342966495066516,0.20587567396207485,0.5512878940980637,-1.4132647030667673,0.19571963759771532
135,0.4580202001501057,0.375,1.0180574688467239,0.7345940452773542,0.2074686375206996,0.5516819125052604,-1.4125348188442575,0.19583455671657152
136,0.4580202001501057,0.375,1.0195660323710227,0.7348880592138815,0.20904850855204438,0.5520726284123298,-1.4118008605616554,0.19595016875456905
137,0.4580202001501057,0.375,1.021058512614532,0.73517873360278,0.21061541072570322,0.5524600735166649,-1.4110629543336526,0.19606645469580017
138,0.4580202001501057,0.375,1.0225350900085521,0.7354661100315137,0.21216946713384469,0.5528442793632319,-1.410321221903755,0.19618339618267155
139,0.4580202001501057,0.375,1.0239959422777705,0.7357502294012063,0.213710800254655,0.553225277335208,-1.4095757808120706,0.196300975490519
140,0.4580202001501057,0.375,1.0254412444840832,0.7360311319391911,0.21523953191863,0.5536030986453527,-1.4088267445560425,0.196419175503301
141,0.4580202001501057,0.375,1.0268711690699477,0.7363088572113646,0.21675578327754574,0.5539777743280653,-1.408074222744454,0.19653797969032105
142,0.4580202001501057,0.375,1.0282858859012423,0.7365834441343413,0.2182596747759486,0.5543493352320901,-1.407318321245018,0.19665737208392886
143,0.4580202001501057,0.375,1.029685562309624,0.7368549309874133,0.2197513261250136,0.55471781201383,-1.4065591423258441,0.19677733725815647
144,0.4580202001501057,0.375,1.0310703631343618,0.7371233554243101,0.22123085627862976,0.555083235131232,-1.4057967847910675,0.1968978603082435
145,0.4580202001501057,0.375,1.0324404507636404,0.7373887544847604,0.22269838341157877,0.5554456348382115,-1.4050313441109052,0.19701892683101158
146,0.4580202001501057,0.375,1.0337959851753187,0.7376511646058564,0.224154024899681,0.5558050411795813,-1.4042629125463906,0.19714052290604847
147,0.4580202001501057,0.375,1.035137123977139,0.7379106216332212,0.22559789730179047,0.5561614839864575,-1.403491579269029,0.19726263507766442
148,0.4580202001501057,0.375,1.036464022446378,0.7381671608319788,0.22703011634352716,0.5565149928721109,-1.4027174304756067,0.19738525033758533
149,0.4580202001501057,0.375,1.0377768335689326,0.7384208168975308,0.22845079690264103,0.5568655972282396,-1.4019405494983612,0.19750835610834963
150,0.4580202001501057,0.375,1.0390757080778406,0.738671623966138,0.2298600529959088,0.5572133262216348,-1.4011610169107322,0.1976319402273761
151,0.4580202001501057,0.375,1.0403607944912299,0.7389196156253108,0.23125799776747025,0.5575582087912185,-1.400378910628878,0.19775599093167373
152,0.4580202001501057,0.375,1.0416322391496955,0.7391648249240086,0.23264474347851488,0.5579002736454277,-1.3995943060091547,0.19788049684316306
153,0.4580202001501057,0.375,1.0428901862531044,0.7394072843826517,0.23402040149823738,0.5582395492599257,-1.3988072759417278,0.1980054469545833
154,0.4580202001501057,0.375,1.0441347778968284,0.7396470260029463,0.23538508229598187,0.5585760638756205,-1.398017890940493,0.19813083061595801
155,0.4580202001501057,0.375,1.0453661541074049,0.7398840812775259,0.23673889543450233,0.5589098454969693,-1.3972262192294622,0.19825663752159506
156,0.4580202001501057,0.375,1.0465844528776271,0.7401184811994096,0.23808194956426912,0.5592409218905535,-1.3964323268257701,0.19838285769759784
157,0.4580202001501057,0.375,1.04778981020107,0.7403502562712829,0.23941435241875575,0.5595693205839064,-1.39563627761945,0.1985094814898638
158,0.4580202001501057,0.375,1.0489823601060506,0.7405794365146001,0.2407362108106441,0.5598950688645769,-1.3948381334501134,0.1986364995525512
159,0.4580202001501057,0.375,1.0501622346890263,0.7408060514785118,0.24204763062889012,0.5602181937794157,-1.3940379541806716,0.19876390283699163
160,0.4580202001501057,0.375,1.0513295641474407,0.7410301302486225,0.24334871683659398,0.560538722134069,-1.3932357977682206,0.19889168258103027
161,0.4580202001501057,0.375,1.0524844768120154,0.7412517014555762,0.24463957346962395,0.560856680492665,-1.3924317203322147,0.1990198302987754
162,0.4580202001501057,0.375,1.0536270991784957,0.7414707932834775,0.24592030363594392,0.5611720951776851,-1.3916257762200397,0.199148337770739
163,0.4580202001501057,0.375,1.054757555938856,0.7416874334781474,0.2471910095155993,0.5614849922700009,-1.3908180180700975,0.19927719703435243
164,0.4580202001501057,0.375,1.0558759700119689,0.7419016493552184,0.2484517923613171,0.5617953976090727,-1.3900084968725075,0.19940640037484086
165,0.4580202001501057,0.375,1.0569824625737447,0.7421134678080703,0.24970275249967938,0.5621033367932945,-1.3891972620275213,0.1995359403164415
166,0.4580202001501057,0.375,1.0580771530867485,0.7423229153156112,0.25094398933283146,0.5624088351804772,-1.3883843614017497,0.19966580961395097
167,0.4580202001501057,0.375,1.0591601593293007,0.742530017949904,0.25217560134068817,0.5627119178884603,-1.387569841382289,0.19979600124458835
168,0.4580202001501057,0.375,1.060231597424064,0.7427348013836431,0.25339768608360363,0.563012609795843,-1.3867537469288371,0.1999265084001604
169,0.4580202001501057,0.375,1.061291581866132,0.7429372908974838,0.2546103402054727,0.5633109355428269,-1.3859361216238786,0.20005732447951666
170,0.4580202001501057,0.375,1.0623402255506165,0.7431375113872254,0.2558136594372321,0.5636069195321614,-1.3851170077210204,0.2001884430812822
171,0.4580202001501057,0.375,1.0633776397997479,0.7433354873708531,0.25700773860073467,0.5639005859301861,-1.384296446191552,0.20031985799685714
172,0.4580202001501057,0.375,1.0644039343894918,0.7435312429954388,0.25819267161296655,0.5641919586679607,-1.3834744767693024,0.20045156320367116
173,0.4580202001501057,0.375,1.06541921757569,0.7437248020439066,0.2593685514905843,0.5644810614424779,-1.3826511379938646,0.2005835528586836
174,0.4580202001501057,0.375,1.0664235961197341,0.7439161879416619,0.26053547035474656,0.5647679177179519,-1.3818264672522493,0.20071582129211818
175,0.4580202001501057,0.375,1.0674171753137773,0.74410542376309,0.261693519436217,0.5650525507271772,-1.3810005008190356,0.20084836300142386
176,0.4580202001501057,0.375,1.068400059005492,0.7442925322379246,0.26284278908071856,0.5653349834729523,-1.3801732738950743,0.20098117264545193
177,0.4580202001501057,0.375,1.0693723496223826,0.7444775357574895,0.263983368754517,0.5656152387295617,-1.3793448206448051,0.20111424503884093
178,0.4580202001501057,0.375,1.0703341481956565,0.744660456380817,0.26511534705021633,0.5658933390443126,-1.3785151742322392,0.20124757514660177
179,0.4580202001501057,0.375,1.0712855543836648,0.7448413158406424,0.2662388116927469,0.5661693067391225,-1.3776843668556635,0.20138115807889367
180,0.4580202001501057,0.375,1.0722266664949174,0.7450201355492813,0.26735384954552965,0.5664431639121501,-1.3768524297811129,0.2015149890859849
181,0.4580202001501057,0.375,1.0731575815106813,0.7451969366043883,0.26846054661680163,0.5667149324394688,-1.3760193933746612,0.20164906355339
182,0.4580202001501057,0.375,1.0740783951071666,0.745371739794602,0.26955898806608525,0.5669846339767773,-1.3751852871335761,0.20178337699717733
183,0.4580202001501057,0.375,1.0749892016773117,0.7455445656050774,0.27064925821079033,0.5672522899611439,-1.3743501397163835,0.20191792505943928
184,0.4580202001501057,0.375,1.075890094352168,0.7457154342229074,0.2717314405329332,0.5675179216127804,-1.3735139789718795,0.2020527035039204
185,0.4580202001501057,0.375,1.0767811650219012,0.7458843655424382,0.27280561768596123,0.5677815499368437,-1.3726768319671354,0.2021877082117953
186,0.4580202001501057,0.375,1.0776625043564034,0.7460513791704776,0.27387187150167175,0.5680431957252613,-1.37183872501453,0.20232293517759284
187,0.4580202001501057,0.375,1.0785342018255342,0.7462164944314006,0.2749302829972128,0.5683028795585776,-1.370999683697851,0.20245838050525877
188,0.4580202001501057,0.375,1.0793963457189917,0.746379730372154,0.2759809323821565,0.5685606218078187,-1.3701597328974955,0.20259404040435336
189,0.4580202001501057,0.375,1.0802490231658202,0.7465411057671609,0.2770238990656353,0.5688164426363734,-1.3693188968148071,0.20272991118637773
190,0.4580202001501057,0.375,1.0810923201535645,0.7467006391231292,0.2780592616635309,0.5690703620018869,-1.3684771989955826,0.20286598926122457
191,0.4580202001501057,0.375,1.0819263215470716,0.746858348683764,0.2790870980057084,0.5693223996581663,-1.367634662352777,0.20300227113374827
192,0.4580202001501057,0.375,1.0827511111069545,0.7470142524343879,0.2801074851432869,0.5695725751570964,-1.3667913091884392,0.20313875340045026
193,0.4580202001501057,0.375,1.0835667715077155,0.7471683681064696,0.28112049935593947,0.5698209078505596,-1.3659471612149034,0.203275432746275
194,0.4580202001501057,0.375,1.0843733843555419,0.7473207131820627,0.2821262161592145,0.5700674168923651,-1.3651022395752705,0.20341230594151263
195,0.4580202001501057,0.375,1.0851710302057769,0.747471304898159,0.2831247103118735,0.570312121240178,-1.3642565648631972,0.20354936983880453
196,0.4580202001501057,0.375,1.0859597885800738,0.7476201602509543,0.28411605582323657,0.570555039657454,-1.363410157142026,0.20368662137024718
197,0.4580202001501057,0.375,1.0867397379832366,0.7477672960000308,0.2851003259605325,0.5707961907153712,-1.362563035963274,0.20382405754459212
198,0.4580202001501057,0.375,1.0875109559197569,0.7479127286724591,0.2860775932562458,0.5710355927947632,-1.36171522038451,0.20396167544453686
