videoID,video_channel,nodeTime
c51AAX-I3eI,UK Column News,2017-07-11 18:26:45
8LnVHw96jFs,SMM Syria,2017-07-26 13:25:14
R6ihyRoj4UI,Proper Gander,2017-08-02 09:54:57
kUSiRWfR0ds,TRT World,2017-08-13 07:08:08
SfRZ_CllNuM,Donna Trumplova,2017-08-18 19:04:23
-6bGXfM8-gs,vanessa beeley,2017-08-19 15:37:37
o5ZeRxyc4h0,الدفاع المدني السوري في محافظة ادلب,2017-08-25 10:52:41
i8uKJoXTLJw,The Real News Network,2017-08-30 04:25:21
EaREJpFHD_Q,Clarity Of Signal,2017-09-01 13:08:16
nG0VEaPFsQY,FurorTV,2017-09-21 16:37:28
Jq4LEIO740A,RT,2017-09-22 15:54:28
PNUTkGvJKtk,vanessa beeley,2017-10-09 09:31:27
Heix4HluG8o,vanessa beeley,2017-10-25 15:54:00
SvjTeuSKTW0,Robert Stuart,2017-10-29 19:01:53
lC7ZxdFzdzQ,Club suisse de la presse,2017-11-28 16:14:34
kgVzykMyVGk,Syriana Analysis,2017-11-28 23:50:27
bQUoGSzVbVU,vanessa beeley,2017-11-30 10:47:06
vPaiy9M29Bw,RT,2017-11-30 13:31:54
-fJbMWhkTAw,vanessa beeley,2017-12-01 15:45:45
wV75b-j2vIQ,Treka Zn,2017-12-02 06:10:41
eSjSk7WYO7o,Qoppa Q,2017-12-03 01:00:37
bcmvMlbo2Vs,goingundergroundRT,2017-12-20 12:00:03
sOg4KwsVY-k,RT America,2017-12-20 22:57:25
iNiKnAYpUYI,HANDS OFF SYRIA,2017-12-21 00:55:17
zwQvinmry5U,THE INDICTER Channel,2018-01-24 23:28:55
yI2s9Ow2snE,vanessa beeley,2018-01-26 12:26:54
TkiU88zeFC4,vanessa beeley,2018-01-27 15:47:49
DNukl5X6GY0,UK Column,2018-02-02 20:00:31
HIjne4Rwteo,Clarity Of Signal,2018-02-04 05:27:49
K_yFDx7Aj9c,Radio Free Europe/Radio Liberty,2018-02-05 11:35:08
HskmZNIbdXM,No Comment TV,2018-02-05 14:58:38
NQL3rX6xWRg,Corbett Report Extras,2018-02-07 15:21:15
bRsolFRsyRk,RonPaulLibertyReport,2018-02-07 17:41:48
3vNwe7yKbwo,corbettreport,2018-02-09 14:12:08
Q0HTQpyXt3I,vanessa beeley,2018-02-09 22:26:50
4FEK1GdURc8,vanessa beeley,2018-02-13 10:49:00
Txja8Z-u_PA,RT America,2018-02-14 02:15:21
MKp227rusWQ,PressTVUK Videos,2018-02-15 15:29:27
gQ3G21bvwdY,Samidon Press,2018-02-17 23:20:28
ApImaMr8sww,syria alikhbaria,2018-02-20 20:43:08
pRC3ag2OSWs,NBC News,2018-02-22 02:12:21
Xxl1yXlDSvw,Ол Ти,2018-02-25 18:11:43
oYMnoL0x8rE,vanessa beeley,2018-02-26 01:39:20
uHfUiw1d1tg,vanessa beeley,2018-02-27 17:54:13
8lrwQlYOHWU,vanessa beeley,2018-02-28 10:46:50
mMdtfVCAdec,vanessa beeley,2018-03-06 15:15:58
3Ie72DKpGdY,Business Insider,2018-03-10 20:00:01
ooi1KktDVcU,Jason Unruhe,2018-03-13 22:00:02
Ux2EROzUIMg,Defenders of the Syrian Arab Republic,2018-03-18 16:38:00
Plv7sjtHk-4,Defenders of the Syrian Arab Republic,2018-03-21 18:46:33
mvD7qhDwljs,vanessa beeley,2018-03-28 19:18:07
glMHykIF2zw,vanessa beeley,2018-03-29 09:27:00
VLMOHhKkrX8,الدفاع المدني السوري في محافظة ادلب,2018-04-01 10:20:17
MkVwKa2LPi0,Syrian Refugees,2018-04-05 22:06:13
ULTR9HQT0ts,Ahmed Ashour,2018-04-07 17:00:53
Az1_uAuFnhE,Ahmed Ashour,2018-04-07 17:05:53
qtz76-SRX9k,PeaceGeeks,2018-04-07 20:09:57
qT6IagQ7xos,Gaurav Mann,2018-04-08 12:37:06
UPWxfDFpBN4,salam channel,2018-04-09 17:53:34
_Taur8r7lGw,Ruptly,2018-04-10 18:15:23
DvTx_EjHf5E,Tu Was,2018-04-11 09:55:55
pbe97rPRbWc,DieBananenrepublik,2018-04-11 12:59:36
vpfz7srLYzs,Fox News,2018-04-11 21:35:48
kzeszWFCFRA,Johnny Red,2018-04-11 23:20:49
uxJRcFM8-vQ,Vesti News,2018-04-12 23:54:51
_Bj5VLVscko,vanessa beeley,2018-04-13 09:45:38
9X8otZT4etw,Alternative Narrative,2018-04-13 11:27:58
yzqYcSkW4No,RT,2018-04-13 13:46:13
pT0odvEQrv8,RT UK,2018-04-13 15:05:07
ZNV1_ZGfQrc,وكالة يونيوز للاخبار,2018-04-13 18:54:01
q7-q2XJAy-I,RT Arabic,2018-04-13 18:59:09
sBmWe5FnSCc,RT,2018-04-13 19:08:22
r-JHyS7Op3g,American Intelligence Media,2018-04-13 19:37:47
IKvt0lqXkTU,Jamarl Thomas,2018-04-13 20:53:32
AwpXLhLUY3A,ABC News,2018-04-14 01:05:24
rzpWQP3KaEw,R&U Videos,2018-04-14 01:37:04
8ypVX_8jqms,Gerhard Wisnewski,2018-04-14 13:45:49
p3wJjK4Kxmo,HANDS OFF SYRIA,2018-04-14 21:03:53
HZBxfFyZOUg,antikriegTV,2018-04-15 02:15:43
tvVaG10AEI0,vanessa beeley,2018-04-15 03:01:39
aWcEF-VAoiA,Nial Elkim,2018-04-15 04:52:19
9M9PtP5x6fE,Hatethemachine,2018-04-15 13:53:39
9LWCblS_mHc,True World Order,2018-04-15 14:23:45
m1_rO3F_jmQ,Нафик Блин,2018-04-15 14:50:30
DL3PJSD_EDg,Pascal Hanrion,2018-04-15 18:19:15
4Ce_JuOWkkc,vanessa beeley,2018-04-16 06:42:09
hcd0wqT9SX4,Sovereign News,2018-04-16 08:55:55
NupaxXozSCE,RT UK,2018-04-16 14:29:16
0Wh1ppnkSag,Future Society,2018-04-16 18:18:57
GWwOX5s2-Yk,Rosario Miritello,2018-04-16 20:03:35
YG9iMYrcFcY,RT,2018-04-16 20:47:00
_sSnhIrpdK0,Ruptly,2018-04-16 23:19:16
zZVidH9NAuQ,The Outer Light,2018-04-17 01:37:49
JcUwPJFxRDQ,SAA Soldier,2018-04-17 02:39:37
5abbm9IGNik,ON Live,2018-04-17 08:12:23
2kX5IFgBWFM,CGTN,2018-04-17 16:00:32
RqNoDQn9LXY,Der Fehlende Part,2018-04-17 16:02:13
jfDdcWcRI_Q,Aramaic Heritage,2018-04-17 19:14:02
q5c4FY2elFY,Ben Swann,2018-04-17 22:01:00
KbHdpAzyxj8,Clarity Of Signal,2018-04-18 01:49:40
LjTw4UEzySw,SAA Soldier,2018-04-18 02:04:09
7R2QhK0-Pe8,GeeGee Tee,2018-04-18 10:38:37
m_XCl7_aUUc,CGTN,2018-04-18 12:13:29
igJz8FAxppc,RT,2018-04-18 14:08:35
npJbbAKyUTk,AP Archive,2018-04-18 16:16:34
QIW005lTkwM,World Peace,2018-04-18 17:10:40
26maJzlYy20,Al Mayadeen Programs,2018-04-18 19:55:35
3tIupmpY7IA,DieBananenrepublik,2018-04-18 21:03:52
ra3q0I1vcew,Hatethemachine,2018-04-18 23:42:05
lKiiKtEcx9Q,LibertyLOL,2018-04-19 02:41:14
Oau4Nkg2yzc,RT UK,2018-04-19 09:35:27
Q1TtlgA7qOo,MLM,2018-04-19 09:37:46
0ZzE6JLChEQ,RT,2018-04-19 11:16:17
WPGG3P14WWk,Sputnik,2018-04-19 11:35:15
jNIp1lZwJts,RT,2018-04-19 12:37:04
OI3-0xIcvgI,russianembassy,2018-04-19 13:55:52
OfoHWGPSX1Q,M&M News UK,2018-04-19 15:16:57
5jCHvtVpdfQ,Vesti News,2018-04-19 16:00:00
AcbIwXDtSYw,RT,2018-04-19 20:55:41
covOXE5Twp4,Brigadeiro e Bacon,2018-04-19 21:00:10
W5Yog6Xx-ao,Drago Victorien,2018-04-20 09:53:52
yaZRZo9FGQI,RT,2018-04-20 13:01:22
_5WGWHwKf-4,HHO Kit HHO Generator Hydrogen Kit,2018-04-20 16:42:26
wzVbdYQDzrI,vanessa beeley,2018-04-20 20:39:02
M7FYar1RGHw,مؤسسة شاهد الإعلامية,2018-04-20 20:46:52
zeDNiY7vAzA,vanessa beeley,2018-04-20 21:32:46
hxIUgNpqjC0,Twiggie Hecate,2018-04-20 23:29:22
L-vuneJ4wss,John Donne Show,2018-04-21 02:40:46
uaa4ULNs0Bo,World News Channel,2018-04-21 05:30:31
pEL4pZFE0Ig,neverlosetruth,2018-04-21 14:27:14
DCu8mNC1JyE,The Jimmy Dore Show,2018-04-22 04:21:44
XH11Co4_1kU,Proletarian TV,2018-04-22 19:33:01
8xepXc4fw0U,SyrianGirlpartisan,2018-04-22 19:52:59
j3CmeHbtyVc,Syrian Girl,2018-04-23 01:05:13
coflLjU59ZY,RT UK,2018-04-23 09:20:52
JI7DZ6VtOCA,RT,2018-04-23 11:31:54
mYEs-rGi4Ww,Russia Insight,2018-04-23 12:05:48
e9P3B0gwd8I,pensioenactivist,2018-04-23 12:29:21
YN9EVXtSyrI,pensioenactivist,2018-04-23 12:36:51
