nodeID,nodeUserID,nodeTime,actionType,videoID,platform
12090654|1835735886482665,12090654,2018-04-23 16:33:54,post,JI7DZ6VtOCA,facebook
7861908|2081795952099376,7861908,2018-04-23 17:38:28,post,DCu8mNC1JyE,facebook
6507331|2079111922326192,6507331,2018-04-23 19:58:57,post,DCu8mNC1JyE,facebook
7135359|388694134939095,7135359,2018-04-23 20:07:00,post,DCu8mNC1JyE,facebook
10164818|2316136681737282,10164818,2018-04-23 20:55:37,post,DCu8mNC1JyE,facebook
2919261|2045477199037840,2919261,2018-04-24 03:19:42,post,3vNwe7yKbwo,facebook
8550525|2036058500003062,8550525,2018-04-24 04:43:32,post,DCu8mNC1JyE,facebook
695311|10156434389383960,695311,2018-04-24 09:01:17,post,yaZRZo9FGQI,facebook
8993732|1714250338663301,8993732,2018-04-24 12:55:19,post,DCu8mNC1JyE,facebook
8524773|1983602978567522,8524773,2018-04-24 12:59:33,post,DCu8mNC1JyE,facebook
8996707|1760966637298415,8996707,2018-04-24 13:00:32,post,DCu8mNC1JyE,facebook
6179101|1434441646701433,6179101,2018-04-24 13:01:03,post,DCu8mNC1JyE,facebook
8521747|1484456665016191,8521747,2018-04-24 13:02:27,post,DCu8mNC1JyE,facebook
7869431|2032109383779308,7869431,2018-04-24 13:02:41,post,DCu8mNC1JyE,facebook
7650743|1527572684020106,7650743,2018-04-24 13:21:47,post,DCu8mNC1JyE,facebook
10129900|1687468798012230,10129900,2018-04-24 13:37:13,post,DCu8mNC1JyE,facebook
8558483|924244764425205,8558483,2018-04-24 13:53:48,post,DCu8mNC1JyE,facebook
14826787|2139612119606363,14826787,2018-04-24 16:11:01,post,yaZRZo9FGQI,facebook
8550180|443600409409458,8550180,2018-04-24 16:40:50,post,DCu8mNC1JyE,facebook
7655119|807713086081025,7655119,2018-04-24 19:24:32,post,DCu8mNC1JyE,facebook
8111815|928470634001074,8111815,2018-04-24 22:40:03,post,DCu8mNC1JyE,facebook
8702184|1372741302872175,8702184,2018-04-25 02:34:38,post,DCu8mNC1JyE,facebook
8550180|443741549395344,8550180,2018-04-25 02:35:52,post,DCu8mNC1JyE,facebook
7860378|619750028370970,7860378,2018-04-25 02:38:09,post,DCu8mNC1JyE,facebook
8485900|1778326942190780,8485900,2018-04-25 03:15:38,post,DCu8mNC1JyE,facebook
6617881|567722350261913,6617881,2018-04-25 15:39:23,post,yaZRZo9FGQI,facebook
4959486|789138391292586,4959486,2018-04-25 18:17:55,post,DCu8mNC1JyE,facebook
8550563|1873905109307379,8550563,2018-04-26 01:14:39,post,DCu8mNC1JyE,facebook
8552007|727724747617493,8552007,2018-04-26 01:15:59,post,DCu8mNC1JyE,facebook
6154187|2035965809988905,6154187,2018-04-26 01:51:19,post,DCu8mNC1JyE,facebook
9752698|570564726662172,9752698,2018-04-26 09:34:34,post,DCu8mNC1JyE,facebook
4662063|790403704485307,4662063,2018-04-26 11:34:03,post,3vNwe7yKbwo,facebook
10134563|2023380441207083,10134563,2018-04-26 21:10:21,post,0Wh1ppnkSag,facebook
7306478|1111733942302854,7306478,2018-04-26 23:15:17,post,DCu8mNC1JyE,facebook
8997242|1640673076054242,8997242,2018-04-27 05:47:35,post,DCu8mNC1JyE,facebook
8996397|2129976007222498,8996397,2018-04-27 07:19:20,post,yI2s9Ow2snE,facebook
8526179|1339483986196173,8526179,2018-04-27 07:47:19,post,yI2s9Ow2snE,facebook
1979738|1995517887187896,1979738,2018-04-27 08:36:34,post,wV75b-j2vIQ,facebook
51|1906880199322294,51,2018-04-27 10:19:08,post,WPGG3P14WWk,facebook
8998558|782932285247812,8998558,2018-04-27 10:28:56,post,DCu8mNC1JyE,facebook
8997753|458178791303889,8997753,2018-04-27 16:19:31,post,3vNwe7yKbwo,facebook
8998558|783071118567262,8998558,2018-04-27 16:31:34,post,DCu8mNC1JyE,facebook
2720062|1867095730002209,2720062,2018-04-27 18:04:41,post,-ilNuSh1Fgw,facebook
7645461|200970594043758,7645461,2018-04-27 21:41:16,post,DCu8mNC1JyE,facebook
3865318|10156433319116942,3865318,2018-04-28 03:09:17,post,DCu8mNC1JyE,facebook
8526179|1340809706063601,8526179,2018-04-29 09:49:06,post,DCu8mNC1JyE,facebook
11263740|10156012581234504,11263740,2018-04-29 14:51:25,post,DCu8mNC1JyE,facebook
7650578|10156375536978792,7650578,2018-04-29 14:52:26,post,DCu8mNC1JyE,facebook
7655836|1690186351061645,7655836,2018-04-29 14:53:01,post,DCu8mNC1JyE,facebook
2105375|2605883736117072,2105375,2018-04-29 14:54:13,post,3wj4ncIEDxw,facebook
4943847|837281406466802,4943847,2018-04-29 14:56:52,post,DCu8mNC1JyE,facebook
4949669|1919470311416593,4949669,2018-04-29 14:58:24,post,DCu8mNC1JyE,facebook
7836875|2049388471968745,7836875,2018-04-29 14:59:53,post,DCu8mNC1JyE,facebook
3339376|2116538155234140,3339376,2018-04-29 15:01:06,post,DCu8mNC1JyE,facebook
8772130|1681517458634301,8772130,2018-04-29 15:01:22,post,DCu8mNC1JyE,facebook
11261892|1632425700207106,11261892,2018-04-29 15:02:53,post,DCu8mNC1JyE,facebook
1373405|1698214110259595,1373405,2018-04-29 15:04:11,post,DCu8mNC1JyE,facebook
548542|1647844928647890,548542,2018-04-29 16:18:54,post,583duBtI06k,facebook
7649927|10160379234445080,7649927,2018-04-29 16:28:00,post,DCu8mNC1JyE,facebook
548667|1268197023216758,548667,2018-04-29 17:40:17,post,kcYUShwfQfs,facebook
12545388|404540733352823,12545388,2018-04-30 06:47:39,post,kcYUShwfQfs,facebook
2720062|1870303033014812,2720062,2018-04-30 18:02:03,post,-ilNuSh1Fgw,facebook
8996830|1553794208063384,8996830,2018-04-30 22:01:16,post,3vNwe7yKbwo,facebook
6383936|2026178480935143,6383936,2018-05-02 08:21:56,post,yaZRZo9FGQI,facebook
12920174|1851807281516243,12920174,2018-05-03 19:12:22,post,0EXtHoOi7_4,facebook
295783|2128970137335823,295783,2018-05-03 19:47:24,post,0EXtHoOi7_4,facebook
2457079|2056791111258619,2457079,2018-05-03 20:37:32,post,0EXtHoOi7_4,facebook
8140166|835692993287627,8140166,2018-05-03 20:51:34,post,0EXtHoOi7_4,facebook
5373202|1720775781369156,5373202,2018-05-03 23:03:10,post,0EXtHoOi7_4,facebook
1536380|1504409159664727,1536380,2018-05-04 05:39:57,post,0EXtHoOi7_4,facebook
2508798|855351297991797,2508798,2018-05-04 05:53:37,post,0EXtHoOi7_4,facebook
7861908|2086715248274113,7861908,2018-05-04 05:54:04,post,0EXtHoOi7_4,facebook
15455478|1588743774556224,15455478,2018-05-04 06:32:47,post,0EXtHoOi7_4,facebook
10122981|891999597676635,10122981,2018-05-04 09:54:44,post,0EXtHoOi7_4,facebook
1432886|1225421830922508,1432886,2018-05-04 11:10:31,post,0EXtHoOi7_4,facebook
8681839|1820797781296928,8681839,2018-05-04 12:55:23,post,0EXtHoOi7_4,facebook
7651700|1923255917686444,7651700,2018-05-04 13:23:30,post,JI7DZ6VtOCA,facebook
4417310|1698983850180855,4417310,2018-05-04 16:47:17,post,0EXtHoOi7_4,facebook
4417310|1698995866846320,4417310,2018-05-04 17:04:20,post,0EXtHoOi7_4,facebook
638107|1229807447154535,638107,2018-05-04 18:40:44,post,ghTb4kXaNTI,facebook
7853967|366527280512333,7853967,2018-05-04 19:35:18,post,JifBie5ZuuA,facebook
8509042|575269206206147,8509042,2018-05-04 20:06:04,post,0EXtHoOi7_4,facebook
1953463|1594034473978781,1953463,2018-05-04 20:21:04,post,X27B0yuazGo,facebook
1953463|1594034473978781,1953463,2018-05-04 20:21:04,post,0EXtHoOi7_4,facebook
10141277|1726432677403090,10141277,2018-05-04 20:22:07,post,DCu8mNC1JyE,facebook
8550318|1754675034621551,8550318,2018-05-04 20:25:11,post,0EXtHoOi7_4,facebook
11223117|1797845500522427,11223117,2018-05-04 20:32:00,post,JifBie5ZuuA,facebook
9000188|1766799123382504,9000188,2018-05-04 20:34:25,post,DCu8mNC1JyE,facebook
8117715|1708189575915017,8117715,2018-05-04 21:04:26,post,JifBie5ZuuA,facebook
12925830|2142499915763591,12925830,2018-05-04 21:05:17,post,N2JgopKUr7I,facebook
4957906|2086217248334071,4957906,2018-05-04 22:12:04,post,ijcA3LCKCl0,facebook
8998580|1528566207251693,8998580,2018-05-04 22:18:11,post,JifBie5ZuuA,facebook
13132647|1895714293825730,13132647,2018-05-05 00:27:03,post,0EXtHoOi7_4,facebook
13132647|1895714293825730,13132647,2018-05-05 00:27:03,post,X27B0yuazGo,facebook
638107|1229828890485724,638107,2018-05-05 04:00:01,post,ghTb4kXaNTI,facebook
2392561|1687423928043032,2392561,2018-05-05 08:00:00,post,JifBie5ZuuA,facebook
6902813|1884054491606839,6902813,2018-05-05 11:54:07,post,X27B0yuazGo,facebook
6902813|1884054491606839,6902813,2018-05-05 11:54:07,post,0EXtHoOi7_4,facebook
6712581|1244023922400721,6712581,2018-05-05 14:15:33,post,Qan6JmHv474,facebook
8550318|1755634161192305,8550318,2018-05-05 20:07:47,post,Ed-__3Vl_aY,facebook
9000686|1814861128815583,9000686,2018-05-05 22:41:51,post,DCu8mNC1JyE,facebook
12917487|1009386612554455,12917487,2018-05-06 04:00:53,post,0EXtHoOi7_4,facebook
13181188|708755762848990,13181188,2018-05-06 05:01:54,post,X27B0yuazGo,facebook
13181188|708755762848990,13181188,2018-05-06 05:01:54,post,0EXtHoOi7_4,facebook
1953463|1595818000467095,1953463,2018-05-06 19:51:29,post,JifBie5ZuuA,facebook
2292687|1700512076703438,2292687,2018-05-06 20:55:53,post,Ed-__3Vl_aY,facebook
12365535|1950232148333813,12365535,2018-05-07 07:07:13,post,Ed-__3Vl_aY,facebook
8116464|637426919928296,8116464,2018-05-07 07:36:53,post,Ed-__3Vl_aY,facebook
12918638|2105022726435047,12918638,2018-05-07 16:50:58,post,0EXtHoOi7_4,facebook
797227|1321035974708182,797227,2018-05-07 16:51:12,post,65iSdP1NGD4,facebook
11223117|1798975937076050,11223117,2018-05-07 17:22:58,post,65iSdP1NGD4,facebook
1518445|806571672867355,1518445,2018-05-07 17:30:43,post,65iSdP1NGD4,facebook
7650578|10156396754223792,7650578,2018-05-07 22:56:12,post,65iSdP1NGD4,facebook
8502441|963818533799360,8502441,2018-05-07 22:56:32,post,65iSdP1NGD4,facebook
7876481|2170881759808117,7876481,2018-05-07 23:01:55,post,65iSdP1NGD4,facebook
8997695|169507713667120,8997695,2018-05-08 09:37:00,post,rmiEyZ9anLQ,facebook
10196606|1817820858523795,10196606,2018-05-08 14:00:37,post,rmiEyZ9anLQ,facebook
2508798|857292061131054,2508798,2018-05-08 14:07:13,post,DCu8mNC1JyE,facebook
4949675|1001205363365832,4949675,2018-05-08 18:39:18,post,Qm3jlUy_EdI,facebook
2720062|1880312018680580,2720062,2018-05-09 15:00:01,post,-ilNuSh1Fgw,facebook
8993151|1694025650687277,8993151,2018-05-10 06:02:25,post,Ed-__3Vl_aY,facebook
3430434|10156447011509797,3430434,2018-05-10 07:00:00,post,qT6IagQ7xos,facebook
8296763|1717817971644873,8296763,2018-05-10 12:12:00,post,Qm3jlUy_EdI,facebook
8998026|1856680177711577,8998026,2018-05-10 12:54:26,post,DCu8mNC1JyE,facebook
10171400|1719284664827298,10171400,2018-05-10 12:54:43,post,DCu8mNC1JyE,facebook
10164994|985778031587779,10164994,2018-05-10 12:54:58,post,DCu8mNC1JyE,facebook
12925830|2148677248479191,12925830,2018-05-10 14:40:16,post,BBLSqpP11O8,facebook
79149|1836586166406325,79149,2018-05-10 15:09:00,post,Qm3jlUy_EdI,facebook
7656559|1687786704607819,7656559,2018-05-10 19:00:48,post,3vNwe7yKbwo,facebook
8057837|1300552270089638,8057837,2018-05-10 20:49:00,post,Qm3jlUy_EdI,facebook
8525117|10156359303726449,8525117,2018-05-11 04:08:57,post,DCu8mNC1JyE,facebook
8552006|1973259969353520,8552006,2018-05-11 04:11:17,post,DCu8mNC1JyE,facebook
2720062|1880315442013571,2720062,2018-05-12 15:00:00,post,-ilNuSh1Fgw,facebook
3430434|10156455259109797,3430434,2018-05-13 09:00:00,post,qT6IagQ7xos,facebook
3629724|1827308977330772,3629724,2018-05-13 19:38:40,post,su2H0CJ60Oo,facebook
3629724|1827308977330772,3629724,2018-05-13 19:38:40,post,Ed-__3Vl_aY,facebook
3430434|10156457637784797,3430434,2018-05-14 01:30:00,post,qT6IagQ7xos,facebook
10755541|392988367777560,10755541,2018-05-14 01:38:31,post,T_uY9eMm2qM,facebook
2292687|1707783222642990,2292687,2018-05-14 10:18:13,post,Ed-__3Vl_aY,facebook
3430434|10156460091259797,3430434,2018-05-15 05:00:01,post,qT6IagQ7xos,facebook
3430434|10156462306984797,3430434,2018-05-16 04:00:01,post,qT6IagQ7xos,facebook
2720062|1880371305341318,2720062,2018-05-16 23:00:09,post,-ilNuSh1Fgw,facebook
3430434|10156464449984797,3430434,2018-05-17 00:30:00,post,qT6IagQ7xos,facebook
3430434|10156464524274797,3430434,2018-05-17 04:30:00,post,qT6IagQ7xos,facebook
3430434|10156464535089797,3430434,2018-05-17 06:30:00,post,qT6IagQ7xos,facebook
3430434|10156465120624797,3430434,2018-05-17 08:00:17,post,qT6IagQ7xos,facebook
2720062|1889378654440583,2720062,2018-05-18 15:00:02,post,-ilNuSh1Fgw,facebook
8525793|468471356941274,8525793,2018-05-20 18:51:29,post,LOEbAji9AXI,facebook
10119699|1778633738864988,10119699,2018-05-21 08:37:12,post,2YAbkr3R-yU,facebook
2720062|1894861520558963,2720062,2018-05-22 18:01:54,post,-ilNuSh1Fgw,facebook
548542|1670853576347025,548542,2018-05-23 09:14:38,post,p3BfAy6QrqY,facebook
8485954|2116275751935101,8485954,2018-05-25 16:17:13,post,DCu8mNC1JyE,facebook
19316233|2432650450086335,19316233,2018-05-27 09:32:20,post,NWxo5W8pJLY,facebook
3920510|1767836766637751,3920510,2018-05-27 11:45:42,post,qT6IagQ7xos,facebook
12924174|963569777154625,12924174,2018-05-27 23:44:32,post,wx3I8S9ih1M,facebook
2014903|1699350560173088,2014903,2018-05-28 01:51:29,post,Qm3jlUy_EdI,facebook
2508798|867306800129580,2508798,2018-05-29 21:03:50,post,DTzwn5RBxD4,facebook
7259465|192000564785040,7259465,2018-05-30 09:13:13,post,HkHb0E3I80I,facebook
7861908|2099201613692143,7861908,2018-05-30 09:16:12,post,HkHb0E3I80I,facebook
7645461|219087082232109,7645461,2018-05-30 10:02:10,post,HkHb0E3I80I,facebook
7781004|1731715190198693,7781004,2018-05-30 10:57:43,post,HkHb0E3I80I,facebook
3235460|2161170657436303,3235460,2018-05-30 12:12:52,post,HkHb0E3I80I,facebook
8682062|588430848182350,8682062,2018-05-30 14:26:48,post,HkHb0E3I80I,facebook
295783|2141456382753865,295783,2018-05-30 15:29:35,post,HkHb0E3I80I,facebook
2508798|867850843408509,2508798,2018-05-30 15:52:32,post,HkHb0E3I80I,facebook
8550616|437470756716018,8550616,2018-05-30 15:52:41,post,HkHb0E3I80I,facebook
7861908|2099350213677283,7861908,2018-05-30 15:52:49,post,HkHb0E3I80I,facebook
8509431|388723724966915,8509431,2018-05-30 15:53:00,post,HkHb0E3I80I,facebook
8550604|199841677321996,8550604,2018-05-30 15:53:09,post,HkHb0E3I80I,facebook
8550525|2053121184963460,8550525,2018-05-30 19:13:31,post,HkHb0E3I80I,facebook
7650248|10155266833496459,7650248,2018-05-30 23:24:13,post,HkHb0E3I80I,facebook
2508798|868192240041036,2508798,2018-05-31 02:26:12,post,HkHb0E3I80I,facebook
8550616|437652710031156,8550616,2018-05-31 02:26:42,post,HkHb0E3I80I,facebook
7861908|2099548823657422,7861908,2018-05-31 02:26:58,post,HkHb0E3I80I,facebook
8509431|388913451614609,8509431,2018-05-31 02:27:10,post,HkHb0E3I80I,facebook
8550604|199958817310282,8550604,2018-05-31 02:27:22,post,HkHb0E3I80I,facebook
8550535|785556141641118,8550535,2018-05-31 02:27:35,post,HkHb0E3I80I,facebook
8496883|1972079423103670,8496883,2018-05-31 02:28:17,post,HkHb0E3I80I,facebook
7876308|1827243747580721,7876308,2018-05-31 02:28:46,post,HkHb0E3I80I,facebook
8485958|173152173361598,8485958,2018-05-31 02:29:01,post,HkHb0E3I80I,facebook
8702184|1396922453787393,8702184,2018-05-31 04:40:33,post,HkHb0E3I80I,facebook
1373628|1270027443100395,1373628,2018-05-31 04:46:13,post,HkHb0E3I80I,facebook
3707859|1743285219085661,3707859,2018-05-31 23:30:00,post,HkHb0E3I80I,facebook
9752766|2482820398410583,9752766,2018-06-01 01:18:55,post,HkHb0E3I80I,facebook
8509470|1756836257716873,8509470,2018-06-01 02:33:57,post,HkHb0E3I80I,facebook
8509470|1756862401047592,8509470,2018-06-01 03:08:21,post,HkHb0E3I80I,facebook
7851396|2102294816451296,7851396,2018-06-01 04:22:17,post,HkHb0E3I80I,facebook
8997332|1969631459716770,8997332,2018-06-01 10:46:01,post,HkHb0E3I80I,facebook
6154144|638311293177542,6154144,2018-06-02 01:30:03,post,HkHb0E3I80I,facebook
548542|1681709445261438,548542,2018-06-03 09:14:02,post,pEs3gfn-bkY,facebook
16999298|1015457275277386,16999298,2018-06-04 16:53:21,post,HkHb0E3I80I,facebook
8320194|760975317437175,8320194,2018-06-05 23:24:54,post,HkHb0E3I80I,facebook
12918183|1469543216484334,12918183,2018-06-07 21:42:17,post,DCu8mNC1JyE,facebook
10341833|10156009457783884,10341833,2018-06-08 12:55:11,post,qT6IagQ7xos,facebook
16480584|1959709424039807,16480584,2018-06-08 13:11:08,post,qT6IagQ7xos,facebook
7849234|1915931278441585,7849234,2018-06-10 23:01:11,post,DCu8mNC1JyE,facebook
548542|1695205033911879,548542,2018-06-15 07:21:08,post,37HYNZwgDjk,facebook
797227|1349866891825090,797227,2018-06-15 16:37:07,post,O31d9cRuKtE,facebook
12920990|641793399503629,12920990,2018-06-15 17:00:19,post,O31d9cRuKtE,facebook
14780077|2179841235364974,14780077,2018-06-15 18:30:14,post,O31d9cRuKtE,facebook
11383437|1593966627399463,11383437,2018-06-16 03:26:49,post,YP0qetIFOBM,facebook
12534737|1705972806122956,12534737,2018-06-16 16:57:34,post,O31d9cRuKtE,facebook
12921283|836120743248279,12921283,2018-06-16 19:12:09,post,YP0qetIFOBM,facebook
10125195|705577856279098,10125195,2018-06-17 02:53:00,post,O31d9cRuKtE,facebook
10136244|2104987889714925,10136244,2018-06-25 12:40:17,post,qdEC3ZY6J3I,facebook
10189561|1739582476148984,10189561,2018-06-25 12:43:04,post,qdEC3ZY6J3I,facebook
11624242|879740568878152,11624242,2018-06-25 12:54:10,post,qdEC3ZY6J3I,facebook
8523286|1979329788808919,8523286,2018-06-25 13:58:43,post,qdEC3ZY6J3I,facebook
9000686|1842869286014767,9000686,2018-06-26 05:49:25,post,qdEC3ZY6J3I,facebook
13273134|1761636153882542,13273134,2018-06-27 10:45:16,post,ytpt4sgoxYI,facebook
8997332|2011144372232145,8997332,2018-07-01 00:20:30,post,NupaxXozSCE,facebook
1912113|2208802029159775,1912113,2018-07-01 08:24:56,post,NupaxXozSCE,facebook
14930099|2087777761496638,14930099,2018-07-02 08:00:57,post,PGXAGlo2IpA,facebook
8997242|1719890871465795,8997242,2018-07-02 15:15:59,post,vPRagJKxED4,facebook
8995890|1821195524603240,8995890,2018-07-03 03:45:31,post,vPRagJKxED4,facebook
6622245|847306315458178,6622245,2018-07-03 05:46:29,post,NQL3rX6xWRg,facebook
6622245|847307868791356,6622245,2018-07-03 10:59:00,post,NQL3rX6xWRg,facebook
7654816|624773117908609,7654816,2018-07-03 11:54:17,post,vPRagJKxED4,facebook
6622245|847309682124508,6622245,2018-07-03 19:02:00,post,NQL3rX6xWRg,facebook
6622245|847310618791081,6622245,2018-07-04 12:00:02,post,NQL3rX6xWRg,facebook
6622245|847311105457699,6622245,2018-07-04 17:58:00,post,NQL3rX6xWRg,facebook
2637034|1784633204963555,2637034,2018-07-05 03:22:42,post,qT6IagQ7xos,facebook
6154178|2218038321758815,6154178,2018-07-05 18:36:41,post,vPRagJKxED4,facebook
7259472|884816105059933,7259472,2018-07-05 18:39:12,post,vPRagJKxED4,facebook
4959469|618846575160570,4959469,2018-07-05 18:39:34,post,vPRagJKxED4,facebook
548542|1731971623568553,548542,2018-07-09 07:13:01,post,Iy2hMApxruw,facebook
8526179|1400089253468979,8526179,2018-07-09 14:55:25,post,3vNwe7yKbwo,facebook
4694165|10156509366298630,4694165,2018-07-13 13:04:00,post,qT6IagQ7xos,facebook
2755520|2292960050744205,2755520,2018-07-16 14:57:43,post,3HCFol7g-FU,facebook
1798633|661288000957281,1798633,2018-07-16 15:04:58,post,3HCFol7g-FU,facebook
548542|1746255025473546,548542,2018-07-18 13:32:09,post,6N0EqWnAuLs,facebook
3195353|615782102128447,3195353,2018-07-18 14:33:08,post,6N0EqWnAuLs,facebook
12925875|1674523202670437,12925875,2018-07-22 04:44:42,post,6Wj6BPlcW8c,facebook
14966090|1806592102727757,14966090,2018-07-22 04:45:35,post,6Wj6BPlcW8c,facebook
7646502|1749579218488948,7646502,2018-07-22 12:33:02,post,6Wj6BPlcW8c,facebook
9000405|227249684571313,9000405,2018-07-22 14:51:11,post,G3YfniBHvrE,facebook
8997990|2234894046745131,8997990,2018-07-22 14:54:18,post,6Wj6BPlcW8c,facebook
7645822|10156471719309354,7645822,2018-07-22 15:59:18,post,6Wj6BPlcW8c,facebook
5661827|1765166850231366,5661827,2018-07-22 17:03:57,post,ZR6DnYay5J8,facebook
8553639|1940438442645007,8553639,2018-07-22 17:12:02,post,G3YfniBHvrE,facebook
9752766|2585507798141842,9752766,2018-07-22 17:32:29,post,G3YfniBHvrE,facebook
8996186|674202992920099,8996186,2018-07-22 17:41:34,post,ZR6DnYay5J8,facebook
9018678|2052791264754823,9018678,2018-07-22 17:48:57,post,UxJ4NhvHOb0,facebook
9000405|227392751223673,9000405,2018-07-22 18:08:44,post,Jq4LEIO740A,facebook
10203352|695131557505851,10203352,2018-07-22 19:21:43,post,ZR6DnYay5J8,facebook
5472627|2228476443833357,5472627,2018-07-22 20:13:03,post,Pu0Rb5tkITY,facebook
1906865|10156512545695912,1906865,2018-07-22 20:53:03,post,Jq4LEIO740A,facebook
19372991|840224732847833,19372991,2018-07-22 21:19:58,post,WSBvd9i_jAs,facebook
19372991|840224732847833,19372991,2018-07-22 21:19:58,post,NjWvUHAnwWo,facebook
19372991|840224732847833,19372991,2018-07-22 21:19:58,post,rmiEyZ9anLQ,facebook
19372991|840224732847833,19372991,2018-07-22 21:19:58,post,r4JFcB-sHv8,facebook
19372991|840224732847833,19372991,2018-07-22 21:19:58,post,-6bGXfM8-gs,facebook
12492629|1884189868305087,12492629,2018-07-22 22:02:28,post,G3YfniBHvrE,facebook
5638213|1772645942843642,5638213,2018-07-22 22:03:22,post,G3YfniBHvrE,facebook
10125195|740938162743067,10125195,2018-07-22 23:12:36,post,Jq4LEIO740A,facebook
12492629|1884287434961997,12492629,2018-07-22 23:35:30,post,3vNwe7yKbwo,facebook
5638213|1772740172834219,5638213,2018-07-22 23:36:24,post,3vNwe7yKbwo,facebook
8480815|236471700312662,8480815,2018-07-23 07:12:06,post,DPgOnD0n9uw,facebook
2387759|2152789168268251,2387759,2018-07-23 08:17:15,post,NWxo5W8pJLY,facebook
6689259|1193002680842497,6689259,2018-07-23 09:06:57,post,NWxo5W8pJLY,facebook
3050393|1141820305969292,3050393,2018-07-23 12:52:19,post,NWxo5W8pJLY,facebook
2917049|2116874921885232,2917049,2018-07-23 13:13:34,post,NWxo5W8pJLY,facebook
12832798|1665064293622155,12832798,2018-07-23 13:19:46,post,0nm1GUG90qg,facebook
10165392|209276276424909,10165392,2018-07-23 14:25:59,post,6Wj6BPlcW8c,facebook
10117791|415084295664692,10117791,2018-07-23 15:10:02,post,ZR6DnYay5J8,facebook
2387759|2153154668231701,2387759,2018-07-23 16:04:53,post,NWxo5W8pJLY,facebook
2387759|2153169248230243,2387759,2018-07-23 16:23:10,post,NWxo5W8pJLY,facebook
8849037|2172776626296076,8849037,2018-07-23 17:05:44,post,nG0VEaPFsQY,facebook
8846323|2183211065231618,8846323,2018-07-23 17:06:12,post,nG0VEaPFsQY,facebook
8835021|1104195629732452,8835021,2018-07-23 17:06:36,post,nG0VEaPFsQY,facebook
7643671|1806018522816295,7643671,2018-07-23 17:43:11,post,b8bIupYSZeU,facebook
7655029|10160500846541337,7655029,2018-07-23 17:43:41,post,b8bIupYSZeU,facebook
8480749|1919325741465759,8480749,2018-07-23 18:13:42,post,NWxo5W8pJLY,facebook
7811372|1870639503246004,7811372,2018-07-23 18:37:44,post,rz2wo9irW6k,facebook
3419034|2030385793702685,3419034,2018-07-23 19:52:53,post,NWxo5W8pJLY,facebook
4200395|1630585713737773,4200395,2018-07-23 20:55:10,post,NWxo5W8pJLY,facebook
8671527|492746697840758,8671527,2018-07-23 21:03:51,post,NWxo5W8pJLY,facebook
8671678|176505656397868,8671678,2018-07-23 23:32:13,post,NWxo5W8pJLY,facebook
7245959|208861783081099,7245959,2018-07-23 23:41:49,post,NWxo5W8pJLY,facebook
4882957|2064803400197095,4882957,2018-07-23 23:53:44,post,Jq4LEIO740A,facebook
785723|1987407444644908,785723,2018-07-24 00:54:17,post,5k6hSS6xBTw,facebook
5638235|1574665142644020,5638235,2018-07-24 03:35:34,post,Jq4LEIO740A,facebook
13149245|1668858679898492,13149245,2018-07-24 03:57:33,post,EWFk_1snEh0,facebook
8488876|2148376885439955,8488876,2018-07-24 04:26:08,post,NWxo5W8pJLY,facebook
4992290|2091932274406324,4992290,2018-07-24 06:35:06,post,NWxo5W8pJLY,facebook
7639447|1071966746313077,7639447,2018-07-24 07:46:40,post,6Wj6BPlcW8c,facebook
8671776|1887233884663090,8671776,2018-07-24 07:57:57,post,NWxo5W8pJLY,facebook
8672723|2127402184155038,8672723,2018-07-24 10:18:52,post,NWxo5W8pJLY,facebook
6830040|1966890000029152,6830040,2018-07-24 11:23:20,post,NWxo5W8pJLY,facebook
8480857|1950221361665325,8480857,2018-07-24 12:03:24,post,NWxo5W8pJLY,facebook
7897764|2068899110090579,7897764,2018-07-24 13:09:04,post,G3YfniBHvrE,facebook
6760113|1848275291927807,6760113,2018-07-24 14:45:06,post,NWxo5W8pJLY,facebook
3050352|1757219214395078,3050352,2018-07-24 17:11:23,post,NWxo5W8pJLY,facebook
2320296|1961570440552409,2320296,2018-07-24 17:39:30,post,NWxo5W8pJLY,facebook
1613006|2216590205114558,1613006,2018-07-24 17:39:49,post,NWxo5W8pJLY,facebook
6689585|2003285623055783,6689585,2018-07-24 19:50:16,post,8aAaReVn2I4,facebook
548542|1756677037764678,548542,2018-07-24 19:57:44,post,eSHSmJB7FBY,facebook
3195353|622107624829228,3195353,2018-07-24 20:53:29,post,eSHSmJB7FBY,facebook
7641596|10155727886461200,7641596,2018-07-24 21:22:29,post,w7Ugi6gS1mg,facebook
6837957|2093582300858602,6837957,2018-07-25 05:41:31,post,NWxo5W8pJLY,facebook
6179041|1607277676048714,6179041,2018-07-25 10:09:32,post,Jq4LEIO740A,facebook
12533531|2218060405091391,12533531,2018-07-25 10:10:08,post,Jq4LEIO740A,facebook
8672628|1866887596727180,8672628,2018-07-25 10:12:11,post,Jq4LEIO740A,facebook
5347117|1723097284425319,5347117,2018-07-25 10:22:06,post,rz2wo9irW6k,facebook
8480815|238421933450972,8480815,2018-07-25 13:07:50,post,b8bIupYSZeU,facebook
8995712|985371738302597,8995712,2018-07-25 14:48:42,post,NWxo5W8pJLY,facebook
1559791|1811795242223731,1559791,2018-07-25 18:04:12,post,pbe97rPRbWc,facebook
8480786|1831526033601833,8480786,2018-07-25 19:09:19,post,NWxo5W8pJLY,facebook
